Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Month_name,Time,Hour,Local_Authority_District,Local_Authority_Highway,1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201501BS70001,525130,180050,-0.198465,51.505538,1,3,1,1,2015-01-12,2,January,18:45:00,18,12,E09000020,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002825
201501BS70002,526530,178560,-0.178838,51.491836,1,3,1,1,2015-01-12,2,January,07:50:00,7,12,E09000020,6,0,6,30,3,4,3,3218,0,0,1,1,1,0,0,1,1,E01002820
201501BS70004,524610,181080,-0.20559,51.51491,1,3,1,1,2015-01-12,2,January,18:08:00,18,12,E09000020,4,415,6,30,2,4,6,0,0,1,4,2,2,0,0,1,1,E01002833
201501BS70005,524420,181080,-0.208327,51.514952,1,3,1,1,2015-01-13,3,January,07:40:00,7,12,E09000020,4,450,6,30,6,4,6,0,0,0,1,1,2,0,0,1,2,E01002874
201501BS70008,524630,179040,-0.206022,51.496572,1,2,2,1,2015-01-09,6,January,07:30:00,7,12,E09000020,3,315,6,30,6,2,3,3220,0,5,1,2,2,0,0,1,2,E01002814
201501BS70009,525480,179530,-0.19361,51.500788,1,3,2,1,2015-01-15,5,January,09:56:00,9,12,E09000020,3,315,6,30,3,4,5,0,0,4,1,1,2,0,0,1,1,E01002816
201501BS70010,526890,178940,-0.173519,51.495171,1,3,2,1,2015-01-15,5,January,09:09:00,9,12,E09000020,3,3218,6,30,6,2,3,3218,0,5,1,8,2,0,0,1,1,E01002821
201501BS70011,527590,178660,-0.163542,51.492497,1,3,2,1,2015-01-18,1,January,15:30:00,15,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002861
201501BS70012,524170,180930,-0.21198,51.513659,1,3,2,1,2015-01-16,6,January,06:20:00,6,12,E09000020,5,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002879
201501BS70013,525010,181200,-0.199786,51.5159,1,3,2,2,2015-01-20,3,January,15:44:00,15,12,E09000020,6,0,6,30,3,4,6,0,0,0,1,8,1,0,0,1,1,E01002832
201501BS70014,523850,181450,-0.216407,51.518402,1,3,2,1,2015-01-23,6,January,22:39:00,22,12,E09000020,4,412,1,30,2,4,6,0,0,0,4,2,2,0,0,1,1,E01002909
201501BS70015,526110,179650,-0.184495,51.501726,1,3,1,2,2015-01-22,5,January,08:10:00,8,1,E09000033,3,315,6,30,3,2,4,325,0,5,1,1,1,0,0,1,1,E01002891
201501BS70016,526970,178510,-0.172522,51.491289,1,3,2,1,2015-01-21,4,January,18:05:00,18,12,E09000020,3,308,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002914
201501BS70017,525350,178640,-0.195797,51.492818,1,3,1,1,2015-01-21,4,January,13:38:00,13,12,E09000020,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01002847
201501BS70018,527370,178170,-0.166886,51.488143,1,3,1,1,2015-01-23,6,January,10:57:00,10,12,E09000020,3,3217,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002899
201501BS70019,527370,178180,-0.166882,51.488233,1,3,1,1,2015-01-23,6,January,17:15:00,17,12,E09000020,3,3217,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002899
201501BS70020,524020,181050,-0.214099,51.51477,1,3,2,1,2015-01-23,6,January,13:34:00,13,12,E09000020,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002878
201501BS70022,526200,177720,-0.183889,51.484361,1,3,2,1,2015-01-25,1,January,01:50:00,1,12,E09000020,3,308,6,30,0,-1,-1,0,0,5,4,1,1,0,0,1,1,E01002912
201501BS70023,524450,181560,-0.207725,51.519259,1,3,1,1,2015-01-24,7,January,16:16:00,16,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002855
201501BS70024,526940,178480,-0.172964,51.491026,1,3,2,1,2015-01-23,6,January,15:25:00,15,12,E09000020,3,308,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01002914
201501BS70026,527600,179480,-0.163102,51.499864,1,2,1,1,2015-01-23,6,January,23:25:00,23,12,E09000020,3,4,3,30,3,4,3,4,0,4,4,2,2,0,0,1,1,E01002819
201501BS70027,525560,178170,-0.192941,51.488548,1,3,1,1,2015-01-20,3,January,17:20:00,17,12,E09000020,3,3218,6,30,6,2,3,3220,0,5,4,1,1,0,0,1,2,E01002846
201501BS70029,525510,178130,-0.193675,51.488199,1,3,2,1,2015-01-20,3,January,15:15:00,15,12,E09000020,3,3218,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01002894
201501BS70030,523910,181390,-0.215564,51.51785,1,3,2,2,2015-01-28,4,January,09:36:00,9,12,E09000020,6,0,1,30,1,4,4,412,0,0,1,2,2,0,0,1,1,E01002878
201501BS70033,526090,177600,-0.185515,51.483307,1,3,2,2,2015-01-30,6,January,01:46:00,1,12,E09000020,3,3220,6,30,6,2,3,308,0,5,4,1,1,0,0,1,1,E01002912
201501BS70034,527560,179160,-0.163793,51.496997,1,3,1,1,2015-01-29,5,January,19:00:00,19,12,E09000020,5,0,6,30,6,2,4,319,0,5,4,1,1,0,0,1,1,E01002818
201501BS70035,527950,178890,-0.158276,51.494483,1,3,1,1,2015-01-29,5,January,17:10:00,17,12,E09000020,3,3216,6,30,6,4,6,0,0,1,4,1,1,0,0,1,1,E01002859
201501BS70036,525390,180190,-0.194671,51.506739,1,3,1,1,2015-01-30,6,January,07:50:00,7,12,E09000020,3,4204,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002827
201501BS70037,527350,177640,-0.167365,51.483385,1,3,2,1,2015-02-01,1,February,13:00:00,13,12,E09000020,3,3031,6,30,6,2,3,3212,0,5,1,1,2,0,0,1,1,E01002844
201501BS70038,527340,178160,-0.167321,51.48806,1,3,1,1,2015-01-30,6,January,23:10:00,23,12,E09000020,3,3217,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002899
201501BS70039,526970,177510,-0.172881,51.482302,1,3,2,1,2015-01-31,7,January,00:10:00,0,12,E09000020,3,3212,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002845
201501BS70040,525200,180440,-0.197319,51.509028,1,3,1,1,2015-02-01,1,February,16:00:00,16,12,E09000020,3,402,6,30,3,2,3,4206,0,5,1,1,1,0,0,1,1,E01002884
201501BS70042,527780,179690,-0.160434,51.501711,1,3,1,1,2015-01-31,7,January,21:06:00,21,1,E09000033,3,4,6,30,3,2,3,3216,0,5,4,1,1,0,0,1,1,E01002818
201501BS70043,523920,179920,-0.215936,51.504636,1,2,2,1,2015-01-30,6,January,18:40:00,18,11,E09000013,3,3220,1,30,1,2,3,402,0,5,4,1,1,0,0,1,2,E01002869
201501BS70044,523900,182330,-0.215377,51.5263,1,3,1,1,2015-01-31,7,January,14:00:00,14,12,E09000020,4,450,6,30,3,4,5,0,0,0,1,2,2,0,0,1,1,E01002852
201501BS70045,526080,177790,-0.185591,51.485017,1,3,2,1,2015-01-30,6,January,16:30:00,16,12,E09000020,3,3220,2,30,6,4,6,0,0,1,1,1,1,0,0,1,2,E01002893
201501BS70046,527530,177670,-0.164763,51.483614,1,3,3,3,2015-02-03,3,February,14:10:00,14,12,E09000020,3,3212,6,30,3,2,4,302,0,5,1,1,1,0,0,2,1,E01002900
201501BS70047,527860,179720,-0.159271,51.501962,1,3,2,1,2015-02-04,4,February,11:30:00,11,1,E09000033,3,4,3,30,3,4,6,0,0,5,1,1,1,0,0,1,1,E01002818
201501BS70048,526270,177780,-0.18286,51.484885,1,3,2,1,2015-02-04,4,February,12:30:00,12,12,E09000020,3,308,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002912
201501BS70049,527370,178660,-0.166709,51.492547,1,2,1,1,2015-01-22,5,January,22:30:00,22,12,E09000020,5,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01002858
201501BS70050,527420,178640,-0.165997,51.492356,1,3,2,1,2015-02-04,4,February,14:05:00,14,12,E09000020,5,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002858
201501BS70051,524010,181580,-0.214056,51.519535,1,3,2,1,2015-02-04,4,February,19:50:00,19,12,E09000020,5,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01002909
201501BS70052,524620,181080,-0.205446,51.514908,1,3,2,1,2015-01-29,5,January,20:00:00,20,12,E09000020,6,0,1,30,2,4,4,415,0,0,4,1,1,0,0,1,2,E01002833
201501BS70053,526670,178190,-0.176955,51.48848,1,3,2,1,2015-02-07,7,February,09:45:00,9,12,E09000020,3,308,6,30,6,4,6,0,0,1,1,1,1,0,0,1,1,E01002910
201501BS70055,527920,179050,-0.15865,51.495928,1,3,2,1,2015-02-08,1,February,23:05:00,23,12,E09000020,3,3216,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002863
201501BS70056,523110,181540,-0.227035,51.519372,1,3,2,1,2015-02-05,5,February,08:35:00,8,11,E09000013,4,412,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01001874
201501BS70057,525540,179380,-0.192799,51.499426,1,3,2,1,2015-02-05,5,February,16:30:00,16,12,E09000020,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002816
201501BS70058,526940,177450,-0.173334,51.481769,1,3,1,1,2015-02-06,6,February,08:52:00,8,12,E09000020,3,3220,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01002840
201501BS70060,525230,180630,-0.196819,51.510729,1,3,2,1,2015-02-06,6,February,13:27:00,13,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002884
201501BS70061,525520,179460,-0.193059,51.50015,1,3,2,1,2015-02-09,2,February,21:16:00,21,12,E09000020,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002816
201501BS70062,527970,178900,-0.157984,51.494568,1,2,1,1,2015-01-21,4,January,11:00:00,11,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01002859
201501BS70065,527140,178020,-0.170251,51.486847,1,3,2,1,2015-02-10,3,February,20:40:00,20,12,E09000020,3,3217,6,30,3,2,4,304,0,5,4,1,1,0,0,1,1,E01002844
201501BS70066,523530,181040,-0.22116,51.514787,1,3,2,2,2015-02-10,3,February,15:56:00,15,11,E09000013,3,40,3,50,1,2,3,3220,0,5,1,1,1,0,0,1,1,E01002877
201501BS70067,526590,178100,-0.178139,51.487689,1,3,2,1,2015-02-10,3,February,08:50:00,8,12,E09000020,3,308,6,30,6,4,6,0,0,1,1,1,1,0,0,1,1,E01002911
201501BS70068,523740,181170,-0.21809,51.51591,1,3,1,1,2015-02-10,3,February,16:10:00,16,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01002877
201501BS70069,524300,180660,-0.210203,51.511203,1,3,1,1,2015-02-13,6,February,08:50:00,8,12,E09000020,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002872
201501BS70070,524000,182090,-0.214021,51.524121,1,3,2,1,2015-02-14,7,February,21:55:00,21,12,E09000020,4,450,6,30,1,4,5,0,0,0,4,1,2,0,0,1,1,E01002905
201501BS70071,524330,181250,-0.209563,51.516499,1,3,2,1,2015-02-13,6,February,18:50:00,18,12,E09000020,4,450,6,30,6,4,6,0,0,0,4,1,2,0,0,1,1,E01002879
201501BS70072,526570,177260,-0.178728,51.480144,1,3,3,2,2015-02-13,6,February,18:45:00,18,12,E09000020,3,3220,6,30,3,4,5,0,0,0,4,2,2,0,0,1,1,E01002841
201501BS70073,528130,178350,-0.15588,51.489589,1,3,2,1,2015-02-14,7,February,11:45:00,11,12,E09000020,3,3214,6,30,6,2,3,3216,0,5,1,1,2,0,0,1,1,E01002902
201501BS70074,524790,180320,-0.203266,51.50804,1,3,2,1,2015-02-09,2,February,11:30:00,11,12,E09000020,3,402,6,30,3,2,4,450,0,5,1,1,1,0,0,1,2,E01002871
201501BS70076,526300,177390,-0.182567,51.481373,1,3,2,1,2015-02-16,2,February,20:35:00,20,12,E09000020,3,3217,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01002843
201501BS70077,523930,180060,-0.215743,51.505892,1,3,1,1,2015-02-16,2,February,09:22:00,9,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002873
201501BS70078,528010,178650,-0.157499,51.492312,1,3,1,1,2015-02-16,2,February,10:00:00,10,12,E09000020,3,3217,2,30,3,2,3,3216,0,5,1,1,1,0,0,1,1,E01002902
201501BS70080,524630,181210,-0.205256,51.516074,1,3,1,1,2015-02-17,3,February,10:02:00,10,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002831
201501BS70081,526430,177930,-0.180503,51.486197,1,3,2,1,2015-02-17,3,February,17:48:00,17,12,E09000020,3,308,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01002912
201501BS70082,525490,179550,-0.193459,51.500965,1,3,1,1,2015-02-17,3,February,10:00:00,10,12,E09000020,3,315,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01002825
201501BS70083,527760,179160,-0.160914,51.496952,1,3,2,1,2015-02-11,4,February,20:30:00,20,12,E09000020,4,319,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01002863
201501BS70085,524230,181510,-0.210912,51.518858,1,3,2,1,2015-02-19,5,February,19:00:00,19,12,E09000020,4,450,6,30,6,4,6,0,0,0,4,1,2,0,0,1,1,E01002878
201501BS70086,526510,178010,-0.179323,51.486898,1,3,1,1,2015-02-19,5,February,22:05:00,22,12,E09000020,3,308,6,30,6,2,5,0,0,5,4,2,2,0,0,1,1,E01002911
201501BS70087,525730,178270,-0.190458,51.489409,1,3,1,2,2015-02-20,6,February,23:52:00,23,12,E09000020,3,3218,6,30,6,2,3,3220,0,5,4,1,1,0,0,1,1,E01002894
201501BS70088,523280,181620,-0.224558,51.520054,1,2,2,1,2015-02-21,7,February,12:20:00,12,12,E09000020,4,412,1,30,1,4,4,412,0,1,1,1,1,0,0,1,1,E01002876
201501BS70089,524850,181890,-0.201846,51.522136,1,3,1,1,2015-02-22,1,February,10:50:00,10,1,E09000033,5,0,6,30,3,4,3,4207,0,0,1,1,1,0,0,1,1,E01002854
201501BS70091,524280,181350,-0.210248,51.517409,1,3,1,1,2015-02-22,1,February,18:35:00,18,12,E09000020,4,450,6,30,0,-1,-1,0,0,4,4,1,2,0,0,1,1,E01002831
201501BS70092,526360,177160,-0.181786,51.479293,1,2,2,1,2015-02-23,2,February,15:56:00,15,12,E09000020,6,0,6,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01002841
201501BS70093,526590,177270,-0.178436,51.48023,1,3,1,1,2015-02-25,4,February,07:30:00,7,12,E09000020,3,3220,6,30,3,4,5,0,0,1,1,2,2,0,0,1,1,E01002840
201501BS70094,528060,178710,-0.156758,51.49284,1,3,1,1,2015-02-19,5,February,14:56:00,14,12,E09000020,3,3217,6,30,6,4,3,3217,0,1,1,2,2,0,0,1,1,E01002902
201501BS70095,524410,181100,-0.208464,51.515134,1,3,2,1,2015-02-26,5,February,21:43:00,21,12,E09000020,4,450,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01002874
201501BS70096,525490,179540,-0.193462,51.500875,1,3,1,1,2015-02-26,5,February,19:16:00,19,12,E09000020,3,315,6,30,3,2,5,0,0,5,4,1,1,0,0,1,1,E01002889
201501BS70097,528110,178360,-0.156165,51.489684,1,3,1,1,2015-03-01,1,March,18:20:00,18,12,E09000020,3,3216,6,30,6,2,4,302,0,5,4,2,2,0,0,1,1,E01002902
201501BS70098,525480,179530,-0.19361,51.500788,1,3,1,1,2015-02-28,7,February,16:18:00,16,12,E09000020,3,315,3,30,3,4,5,0,0,4,1,1,1,0,0,1,1,E01002816
201501BS70099,527160,178700,-0.169718,51.492953,1,3,2,1,2015-03-01,1,March,13:02:00,13,12,E09000020,3,308,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002823
201501BS70100,524840,180780,-0.202383,51.512163,1,3,3,1,2015-02-28,7,February,11:39:00,11,12,E09000020,4,415,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01002882
201501BS70101,526730,177720,-0.17626,51.484243,1,3,1,1,2015-02-28,7,February,16:00:00,16,12,E09000020,3,3217,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002845
201501BS70102,527350,177650,-0.167361,51.483474,1,2,1,1,2015-03-01,1,March,14:20:00,14,12,E09000020,3,3212,6,30,6,2,3,3031,0,5,1,1,1,0,0,1,1,E01002844
201501BS70103,527280,178110,-0.168203,51.487624,1,3,1,1,2015-03-02,2,March,16:01:00,16,12,E09000020,3,3217,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002899
201501BS70104,525100,180130,-0.198869,51.506264,1,3,2,6,2015-03-02,2,March,10:27:00,10,12,E09000020,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002825
201501BS70105,525430,178690,-0.194628,51.49325,1,3,1,1,2015-03-02,2,March,11:26:00,11,12,E09000020,3,3220,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002851
201501BS70106,527280,178690,-0.167994,51.492837,1,3,3,1,2015-01-31,7,January,18:12:00,18,12,E09000020,5,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,2,E01002858
201501BS70107,527390,178110,-0.16662,51.487599,1,3,2,1,2015-03-03,3,March,21:01:00,21,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01002899
201501BS70108,527330,177640,-0.167653,51.483389,1,3,2,1,2015-03-03,3,March,10:11:00,10,12,E09000020,3,3212,6,30,3,4,3,3212,0,0,1,1,1,0,0,1,1,E01002844
201501BS70111,524610,179270,-0.206229,51.498643,1,3,2,1,2015-03-06,6,March,19:30:00,19,12,E09000020,3,3220,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002864
201501BS70112,526030,177530,-0.186404,51.482691,1,3,2,1,2015-03-06,6,March,12:01:00,12,12,E09000020,3,304,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002913
201501BS70113,526940,177460,-0.173331,51.481859,1,3,3,2,2015-02-21,7,February,13:30:00,13,12,E09000020,3,3220,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002840
201501BS70114,526080,177260,-0.18578,51.480254,1,3,2,1,2015-03-04,4,March,07:50:00,7,12,E09000020,3,308,6,30,3,4,5,0,0,0,1,1,1,0,0,1,2,E01002843
201501BS70115,524860,179170,-0.202664,51.497689,1,3,2,1,2015-03-10,3,March,12:30:00,12,12,E09000020,3,315,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01002814
201501BS70116,526910,177480,-0.173755,51.482045,1,3,2,1,2015-03-10,3,March,19:30:00,19,12,E09000020,3,3212,6,30,6,2,3,3220,0,5,4,1,1,0,0,1,1,E01002840
201501BS70117,524910,180350,-0.201527,51.508283,1,3,2,1,2015-03-10,3,March,22:40:00,22,12,E09000020,3,402,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002883
201501BS70118,525570,178190,-0.19279,51.488725,1,3,1,1,2015-03-10,3,March,23:35:00,23,12,E09000020,3,3220,6,30,3,2,3,3218,0,5,4,1,1,0,0,1,1,E01002849
201501BS70119,526280,177790,-0.182712,51.484972,1,3,2,1,2015-03-10,3,March,17:30:00,17,12,E09000020,3,308,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002912
201501BS70120,527100,177990,-0.170837,51.486586,1,2,2,1,2015-03-11,4,March,12:44:00,12,12,E09000020,3,3217,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002844
201501BS70123,527770,179690,-0.160578,51.501713,1,3,3,2,2015-03-12,5,March,20:20:00,20,1,E09000033,3,4,3,30,3,2,3,3216,0,5,4,1,1,0,0,1,1,E01002818
201501BS70124,527750,177950,-0.161495,51.48608,1,2,2,1,2015-03-11,4,March,09:30:00,9,12,E09000020,4,302,6,30,6,4,6,0,0,1,1,1,1,0,0,1,2,E01002900
201501BS70125,525160,180720,-0.197795,51.511553,1,3,2,1,2015-03-13,6,March,14:20:00,14,12,E09000020,3,4206,6,30,3,4,6,0,0,0,1,1,1,4,0,1,1,E01002884
201501BS70126,525860,178080,-0.188655,51.487672,1,2,2,1,2015-03-15,1,March,21:44:00,21,12,E09000020,3,3220,6,30,6,4,6,0,0,1,4,8,2,0,0,1,1,E01002893
201501BS70127,528020,178690,-0.157341,51.49267,1,3,1,1,2015-03-12,5,March,12:20:00,12,12,E09000020,3,3217,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002902
201501BS70129,525940,178590,-0.187321,51.492238,1,3,2,1,2015-03-16,2,March,08:15:00,8,12,E09000020,5,0,1,30,2,4,6,0,0,0,1,2,2,0,0,1,1,E01002834
201501BS70130,526860,179090,-0.173897,51.496526,1,3,1,1,2015-03-16,2,March,12:55:00,12,12,E09000020,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002821
201501BS70131,524690,181740,-0.204204,51.520824,1,3,3,1,2015-03-17,3,March,15:03:00,15,12,E09000020,3,40,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002854
201501BS70132,524710,180470,-0.204365,51.509406,1,3,2,1,2015-03-18,4,March,11:15:00,11,12,E09000020,4,450,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01002875
201501BS70134,524350,181230,-0.209282,51.516315,1,3,2,1,2015-03-18,4,March,20:14:00,20,12,E09000020,4,450,6,30,6,4,6,0,0,5,4,1,1,0,0,1,1,E01002879
201501BS70135,526560,178420,-0.178456,51.490572,1,3,2,1,2015-03-05,5,March,08:55:00,8,12,E09000020,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01002820
201501BS70136,525990,179690,-0.186209,51.502112,1,3,2,1,2015-03-19,5,March,13:23:00,13,12,E09000020,3,315,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01002889
201501BS70137,526090,177270,-0.185633,51.480341,1,3,2,1,2015-03-20,6,March,15:35:00,15,12,E09000020,3,308,6,30,8,4,5,0,0,0,1,1,1,0,0,1,1,E01002843
201501BS70138,526160,177310,-0.184611,51.480685,1,3,2,1,2015-03-20,6,March,16:19:00,16,12,E09000020,3,308,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002843
201501BS70139,526940,178960,-0.172792,51.495339,1,2,1,1,2015-03-20,6,March,20:40:00,20,12,E09000020,3,3218,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002821
201501BS70140,525670,178860,-0.191112,51.494724,1,2,1,1,2015-03-21,7,March,20:11:00,20,12,E09000020,3,4,3,30,3,2,3,4,0,5,4,1,1,0,0,1,1,E01002839
201501BS70141,526890,177850,-0.17391,51.485375,1,3,2,2,2015-03-22,1,March,01:05:00,1,12,E09000020,3,3217,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002844
201501BS70142,525410,180500,-0.194273,51.509521,1,3,2,2,2015-03-23,2,March,08:15:00,8,12,E09000020,3,402,6,30,6,2,3,402,0,5,1,1,1,0,0,1,1,E01002884
201501BS70143,526380,179620,-0.180618,51.501396,1,3,2,1,2015-03-14,7,March,08:45:00,8,1,E09000033,3,315,6,30,3,2,5,0,0,5,1,1,1,0,0,1,2,E01002891
201501BS70144,525850,179710,-0.188218,51.502323,1,2,1,1,2015-03-13,6,March,17:13:00,17,12,E09000020,3,315,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01002889
201501BS70146,524300,181330,-0.209967,51.517225,1,3,1,1,2015-03-24,3,March,16:47:00,16,12,E09000020,4,450,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01002831
201501BS70148,527410,178210,-0.166296,51.488494,1,3,2,1,2015-03-25,4,March,13:50:00,13,12,E09000020,3,3217,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002914
201501BS70150,527170,179100,-0.16943,51.496546,1,3,1,1,2015-03-29,1,March,21:05:00,21,12,E09000020,3,4,6,30,3,2,3,308,0,5,4,1,1,0,0,1,1,E01002821
201501BS70151,527350,178160,-0.167177,51.488058,1,2,1,1,2015-03-27,6,March,17:30:00,17,12,E09000020,3,3217,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002899
201501BS70152,527800,179620,-0.160171,51.501077,1,3,1,1,2015-05-27,4,May,23:53:00,23,12,E09000020,3,3216,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002818
201501BS70153,527300,179210,-0.167519,51.497505,1,3,2,1,2015-03-28,7,March,19:45:00,19,12,E09000020,3,4,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002819
201501BS70154,525010,181200,-0.199786,51.5159,1,3,2,1,2015-03-25,4,March,16:00:00,16,12,E09000020,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002832
201501BS70155,526520,178030,-0.179172,51.487076,1,3,2,1,2015-03-28,7,March,21:20:00,21,12,E09000020,3,308,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01002838
201501BS70156,523860,181170,-0.216361,51.515883,1,3,2,2,2015-03-25,4,March,16:00:00,16,12,E09000020,3,40,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002878
201501BS70158,527100,178380,-0.170697,51.490091,1,3,2,1,2015-03-05,5,March,13:45:00,13,12,E09000020,4,304,6,30,6,4,6,0,0,1,1,1,1,0,0,1,2,E01002914
201501BS70160,526820,177650,-0.17499,51.483593,1,3,1,1,2015-03-31,3,March,21:36:00,21,12,E09000020,3,3220,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002845
201501BS70162,526410,177820,-0.18083,51.485213,1,3,1,1,2015-04-02,5,April,10:42:00,10,12,E09000020,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002912
201501BS70164,523500,181160,-0.22155,51.515872,1,3,2,1,2015-04-02,5,April,17:32:00,17,11,E09000013,3,3220,1,30,1,4,3,40,0,0,1,1,1,0,0,1,1,E01002877
201501BS70166,524560,180820,-0.206402,51.512584,1,3,3,1,2015-04-10,6,April,12:30:00,12,12,E09000020,4,450,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01002833
201501BS70167,526810,177780,-0.175087,51.484764,1,3,2,1,2015-04-10,6,April,15:44:00,15,12,E09000020,3,3217,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002845
201501BS70168,524580,181160,-0.205994,51.515635,1,3,2,1,2015-04-12,1,April,08:40:00,8,12,E09000020,6,0,6,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01002833
201501BS70169,527630,177690,-0.163316,51.483771,1,3,2,1,2015-04-11,7,April,14:03:00,14,12,E09000020,3,3212,6,30,0,-1,-1,0,0,5,1,1,1,0,0,2,1,E01002900
201501BS70170,523910,181390,-0.215564,51.51785,1,3,2,2,2015-04-09,5,April,10:29:00,10,12,E09000020,4,412,6,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01002878
