Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Month_name,Time,Hour,Local_Authority_District,Local_Authority_Highway,1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201501JC30349,540220,185970,0.021176,51.555195,1,3,2,1,2015-06-08,2,June,18:50:00,18,13,E09000031,6,0,6,30,3,4,4,161,0,0,1,1,1,0,0,1,1,E01004331
201501JC30350,539020,192700,0.006541,51.615967,1,2,2,1,2015-05-31,1,May,17:34:00,17,13,E09000031,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004386
201501JC30351,538380,188960,-0.004171,51.582517,1,3,2,1,2015-06-10,4,June,18:55:00,18,13,E09000031,5,0,6,30,3,4,6,0,0,4,1,1,1,0,6,1,1,E01004467
201501JC30353,537450,191120,-0.01674,51.602154,1,3,2,1,2015-06-11,5,June,17:50:00,17,13,E09000031,3,112,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004455
201501JC30354,537750,188090,-0.013599,51.574854,1,3,2,1,2015-06-05,6,June,16:30:00,16,13,E09000031,3,104,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01004420
201501JC30355,537510,187570,-0.017263,51.570239,1,3,2,1,2015-06-12,6,June,09:45:00,9,13,E09000031,5,0,2,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01033153
201501JC30357,537420,190980,-0.017228,51.600903,1,3,2,1,2015-06-13,7,June,14:02:00,14,13,E09000031,4,179,1,30,1,2,3,406,0,0,1,1,1,0,0,1,2,E01004403
201501JC30358,538460,193670,-0.001159,51.624821,1,3,2,1,2015-06-13,7,June,11:40:00,11,13,E09000031,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004360
201501JC30359,539660,187610,0.013754,51.570071,1,3,2,2,2015-06-14,1,June,15:30:00,15,13,E09000031,3,11,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004438
201501JC30360,537510,190950,-0.015941,51.600612,1,3,2,3,2015-06-14,1,June,19:00:00,19,13,E09000031,3,406,7,50,1,4,3,112,0,0,4,1,1,0,0,1,1,E01004344
201501JC30361,536810,191520,-0.025819,51.605904,1,3,3,1,2015-06-14,1,June,20:58:00,20,13,E09000031,3,406,3,50,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004455
201501JC30362,538420,186190,-0.004685,51.557616,1,3,2,2,2015-06-13,7,June,17:10:00,17,13,E09000031,3,12,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004376
201501JC30364,537870,190930,-0.010754,51.600344,1,3,3,1,2015-06-14,1,June,20:00:00,20,13,E09000031,3,406,3,50,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01004344
201501JC30365,535880,190700,-0.039557,51.598761,1,3,2,1,2015-06-16,3,June,11:33:00,11,13,E09000031,4,179,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01004398
201501JC30367,537240,191170,-0.019751,51.602655,1,3,2,1,2015-04-25,7,April,23:30:00,23,13,E09000031,3,406,3,40,0,-1,-1,0,0,0,4,9,1,0,0,1,2,E01004455
201501JC30368,537300,189190,-0.019659,51.584848,1,3,2,1,2015-06-17,4,June,14:30:00,14,13,E09000031,3,112,6,30,6,2,3,112,0,5,1,1,1,0,0,1,1,E01004397
201501JC30369,538250,186280,-0.0071,51.558467,1,3,1,1,2015-06-17,4,June,23:30:00,23,13,E09000031,3,112,6,30,6,2,3,106,0,5,4,1,1,0,0,1,1,E01004430
201501JC30370,538550,193010,-0.000121,51.618868,1,3,1,1,2015-06-18,5,June,08:40:00,8,13,E09000031,4,160,1,30,1,4,3,1009,0,8,1,1,1,0,0,1,1,E01004413
201501JC30371,539920,191890,0.019208,51.608465,1,3,2,1,2015-06-18,5,June,18:40:00,18,13,E09000031,3,1009,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004385
201501JC30372,537600,194780,-0.013139,51.635006,1,3,2,2,2015-06-18,5,June,09:49:00,9,13,E09000031,3,112,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004350
201501JC30373,536830,187480,-0.027104,51.569596,1,3,2,1,2015-06-18,5,June,21:45:00,21,13,E09000031,3,104,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01004427
201501JC30375,538880,188970,0.003044,51.582484,1,3,2,1,2015-05-30,7,May,14:00:00,14,13,E09000031,3,104,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01004362
201501JC30376,538020,186620,-0.010282,51.561578,1,3,2,2,2015-06-22,2,June,18:57:00,18,13,E09000031,3,112,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004430
201501JC30377,539600,187570,0.012873,51.569726,1,3,1,1,2015-06-16,3,June,10:00:00,10,13,E09000031,3,1199,6,30,3,4,3,106,0,4,1,1,1,0,0,1,2,E01004438
201501JC30378,537380,190040,-0.018173,51.592466,1,3,2,1,2015-06-08,2,June,12:55:00,12,13,E09000031,3,112,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01004460
201501JC30379,538120,187500,-0.008495,51.569461,1,3,2,1,2015-06-23,3,June,11:25:00,11,13,E09000031,3,112,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004432
201501JC30380,537350,191960,-0.017854,51.609727,1,3,1,1,2015-06-23,3,June,17:20:00,17,13,E09000031,3,112,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01004455
201501JC30381,537960,187020,-0.01099,51.565187,1,3,2,3,2015-06-24,4,June,21:35:00,21,13,E09000031,3,112,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01004435
201501JC30382,538020,189680,-0.009081,51.589075,1,3,2,1,2015-06-16,3,June,15:20:00,15,13,E09000031,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01004407
201501JC30383,538660,187930,-0.000539,51.573193,1,2,1,1,2015-06-25,5,June,15:30:00,15,13,E09000031,5,0,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01004366
201501JC30384,537950,189820,-0.010036,51.59035,1,3,2,1,2015-06-10,4,June,08:55:00,8,13,E09000031,3,503,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01004407
201501JC30385,538350,191370,-0.003655,51.60418,1,3,2,1,2015-06-25,5,June,17:45:00,17,13,E09000031,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004343
201501JC30386,535360,188430,-0.047935,51.578487,1,3,2,1,2015-06-26,6,June,08:35:00,8,13,E09000031,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01004395
201501JC30387,536650,187370,-0.029742,51.568651,1,3,2,1,2015-06-26,6,June,18:00:00,18,13,E09000031,3,104,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01004427
201501JC30388,537150,191230,-0.021026,51.603216,1,3,2,1,2015-06-26,6,June,12:45:00,12,13,E09000031,3,406,3,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01004403
201501JC30389,538670,190090,0.000458,51.5926,1,3,2,1,2015-06-26,6,June,10:00:00,10,13,E09000031,3,503,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01004469
201501JC30391,538450,194420,-0.001008,51.631563,1,3,2,2,2015-06-27,7,June,14:00:00,14,13,E09000031,3,110,6,30,3,2,4,169,0,5,1,1,1,0,0,1,1,E01004358
201501JC30393,537540,194480,-0.014124,51.632325,1,3,2,2,2015-06-27,7,June,14:30:00,14,13,E09000031,3,1037,6,30,1,4,3,112,0,0,1,1,1,0,0,2,1,E01004356
201501JC30394,537600,194900,-0.013092,51.636084,1,3,4,1,2015-06-30,3,June,10:18:00,10,13,E09000031,3,110,6,30,6,2,3,112,0,5,1,1,1,0,0,1,1,E01004350
201501JC30395,537390,189720,-0.018153,51.589588,1,3,2,1,2015-06-30,3,June,13:23:00,13,13,E09000031,3,112,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004408
201501JC30396,539340,190490,0.010282,51.596029,1,3,2,1,2015-06-30,3,June,18:26:00,18,13,E09000031,3,406,7,50,1,2,3,104,0,0,1,1,1,0,0,2,1,E01004377
201501JC30397,536360,189530,-0.033086,51.588131,1,2,2,1,2015-06-30,3,June,20:15:00,20,13,E09000031,3,503,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004396
201501JC30398,538530,189300,-0.001874,51.585536,1,3,2,1,2015-06-30,3,June,15:00:00,15,13,E09000031,4,160,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004467
201501JC30399,537120,189390,-0.022177,51.586689,1,3,1,1,2015-07-03,6,July,17:30:00,17,13,E09000031,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004397
201501JC30400,536170,189470,-0.03585,51.587638,1,2,2,1,2015-06-17,4,June,08:45:00,8,13,E09000031,3,503,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01004396
201501JC30401,536390,188690,-0.032979,51.580576,1,3,2,1,2015-06-30,3,June,21:20:00,21,13,E09000031,3,1006,6,30,3,4,6,0,1,4,1,1,1,0,0,1,1,E01004444
201501JC30402,538200,188490,-0.006952,51.578338,1,3,2,1,2015-07-01,4,July,17:00:00,17,13,E09000031,3,104,6,30,0,-1,-1,0,0,5,1,8,1,0,0,1,1,E01004364
201501JC30404,539450,187370,0.010631,51.567966,1,3,1,1,2015-06-12,6,June,00:15:00,0,13,E09000031,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01004438
201501JC30405,537470,192760,-0.015809,51.616886,1,3,2,1,2015-06-12,6,June,06:35:00,6,13,E09000031,3,1009,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01004414
201501JC30406,539210,186240,0.006723,51.557871,1,3,2,1,2015-07-05,1,July,19:20:00,19,13,E09000031,6,0,6,30,3,4,4,161,0,1,1,1,1,0,0,1,1,E01004328
201501JC30407,535920,190950,-0.038884,51.600997,1,3,2,1,2015-07-03,6,July,13:10:00,13,13,E09000031,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004399
201501JC30408,538890,193320,0.00491,51.62157,1,3,1,1,2015-07-03,6,July,08:59:00,8,13,E09000031,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004384
201501JC30409,539440,187310,0.010463,51.56743,1,3,1,1,2015-07-06,2,July,19:30:00,19,13,E09000031,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004440
201501JC30410,539130,185980,0.005467,51.555555,1,3,2,1,2015-07-07,3,July,20:20:00,20,13,E09000031,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004341
201501JC30411,538280,188640,-0.00574,51.579666,1,3,2,2,2015-07-07,3,July,16:00:00,16,13,E09000031,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004467
201501JC30412,538540,190590,-0.001221,51.597125,1,2,2,1,2015-06-27,7,June,15:53:00,15,13,E09000031,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01004378
201501JC30413,536430,187230,-0.032969,51.567446,1,3,2,1,2015-06-21,1,June,11:00:00,11,13,E09000031,3,104,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01004427
201501JC30415,536610,189360,-0.029546,51.586543,1,3,2,1,2015-07-07,3,July,18:30:00,18,13,E09000031,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01004462
201501JC30416,536690,189010,-0.028528,51.583378,1,3,2,1,2015-07-09,5,July,14:50:00,14,13,E09000031,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004392
201501JC30417,538700,188860,0.000405,51.58154,1,3,2,1,2015-07-09,5,July,20:04:00,20,13,E09000031,3,104,6,30,3,4,4,160,0,1,1,1,1,0,0,1,1,E01004363
201501JC30419,540110,185890,0.019558,51.554504,1,3,2,1,2015-07-11,7,July,13:58:00,13,13,E09000031,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01004331
201501JC30420,538630,191090,0.000275,51.601596,1,3,2,4,2015-07-10,6,July,17:20:00,17,13,E09000031,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004383
201501JC30422,536410,188520,-0.032757,51.579043,1,3,1,1,2015-07-13,2,July,20:44:00,20,13,E09000031,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004446
201501JC30423,539470,188380,0.01132,51.577037,1,3,2,1,2015-07-13,2,July,07:32:00,7,13,E09000031,3,114,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01004362
201501JC30424,538890,188100,0.002845,51.574664,1,3,2,1,2015-07-13,2,July,18:40:00,18,13,E09000031,6,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01004366
201501JC30425,537580,189750,-0.015401,51.589812,1,3,2,2,2015-06-25,5,June,13:00:00,13,13,E09000031,3,503,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004408
201501JC30426,536780,187790,-0.027704,51.572394,1,3,2,1,2015-07-15,4,July,15:18:00,15,13,E09000031,3,1006,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01004425
201501JC30427,538450,186730,-0.00404,51.562461,1,3,1,1,2015-07-16,5,July,13:40:00,13,13,E09000031,4,161,6,30,3,4,4,161,0,0,1,1,1,0,0,1,1,E01004375
201501JC30428,539860,187770,0.016702,51.571459,1,3,2,1,2015-07-05,1,July,22:46:00,22,13,E09000031,3,12,1,30,1,2,3,11,0,0,7,1,1,0,0,2,2,E01004438
201501JC30429,537390,188820,-0.018505,51.581501,1,3,2,1,2015-07-16,5,July,18:15:00,18,13,E09000031,3,112,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01004443
201501JC30430,539110,193620,0.008205,51.624211,1,3,2,1,2015-07-17,6,July,16:00:00,16,13,E09000031,5,0,6,30,6,4,4,146,0,0,1,1,1,0,0,1,1,E01004390
201501JC30431,539850,187770,0.016558,51.571462,1,3,2,2,2015-07-12,1,July,07:00:00,7,13,E09000031,3,12,1,30,1,2,3,114,0,0,1,2,2,0,0,1,2,E01004438
201501JC30432,538300,186150,-0.00643,51.557286,1,2,1,1,2015-06-30,3,June,09:40:00,9,13,E09000031,3,112,6,30,3,4,6,0,0,1,1,1,1,0,0,1,2,E01004430
201501JC30433,539460,187760,0.01093,51.571468,1,3,2,1,2015-07-09,5,July,07:00:00,7,13,E09000031,3,12,7,50,9,4,6,0,0,0,1,1,1,0,0,1,1,E01004442
201501JC30436,538000,187990,-0.010033,51.573894,1,3,1,1,2015-07-19,1,July,13:10:00,13,13,E09000031,3,112,6,30,6,4,3,112,0,1,1,1,1,0,0,1,1,E01004420
201501JC30437,537540,190960,-0.015504,51.600694,1,3,1,1,2015-07-19,1,July,14:44:00,14,13,E09000031,3,406,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004344
201501JC30438,539300,192820,0.01063,51.616976,1,3,2,1,2015-07-19,1,July,16:20:00,16,13,E09000031,3,1009,6,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01004386
201501JC30439,537560,190940,-0.015223,51.60051,1,3,1,1,2015-07-21,3,July,17:33:00,17,13,E09000031,3,406,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004344
201501JC30440,537350,189030,-0.019,51.583398,1,3,1,1,2015-07-21,3,July,16:40:00,16,13,E09000031,3,112,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01004397
201501JC30442,538390,188640,-0.004153,51.579639,1,3,2,1,2015-07-21,3,July,14:10:00,14,13,E09000031,3,104,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01004364
201501JC30444,535860,190140,-0.040063,51.593733,1,3,1,1,2015-07-21,3,July,22:00:00,22,13,E09000031,4,179,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004401
201501JC30445,538300,189970,-0.004928,51.591612,1,3,2,1,2015-07-21,3,July,11:30:00,11,13,E09000031,3,503,6,30,6,2,4,160,0,5,1,1,1,0,0,1,1,E01004470
201501JC30446,537060,189170,-0.023129,51.584726,1,3,2,1,2015-07-22,4,July,15:45:00,15,13,E09000031,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004397
201501JC30447,538380,189550,-0.003939,51.587819,1,3,2,5,2015-07-21,3,July,19:00:00,19,13,E09000031,4,160,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01004464
201501JC30448,537930,188310,-0.010917,51.576787,1,3,2,1,2015-06-29,2,June,16:00:00,16,13,E09000031,3,104,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01004365
201501JC30449,539800,187930,0.0159,51.572912,1,3,2,1,2015-05-21,5,May,17:00:00,17,13,E09000031,3,114,1,30,1,4,3,11,0,0,1,1,1,0,0,2,1,E01004362
201501JC30450,539750,187880,0.015159,51.572475,1,3,2,1,2015-07-22,4,July,17:28:00,17,13,E09000031,3,12,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004436
201501JC30451,537240,190920,-0.019848,51.600408,1,3,2,1,2015-07-27,2,July,15:34:00,15,13,E09000031,4,179,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201501JC30452,536410,188560,-0.032741,51.579403,1,3,1,1,2015-07-24,6,July,17:22:00,17,13,E09000031,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004446
201501JC30453,539780,194760,0.018332,51.634289,1,3,1,1,2015-07-26,1,July,17:28:00,17,13,E09000031,3,1069,6,40,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01004352
201501JC30454,537280,189330,-0.019893,51.586111,1,3,1,1,2015-07-27,2,July,09:33:00,9,13,E09000031,3,112,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01004397
201501JC30455,538110,188130,-0.008392,51.575125,1,3,3,1,2015-07-26,1,July,06:15:00,6,13,E09000031,4,159,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004364
201501JC30456,537330,189100,-0.019261,51.584032,1,3,2,1,2015-07-26,1,July,15:55:00,15,13,E09000031,3,112,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01004397
201501JC30458,536750,187430,-0.028277,51.569166,1,3,2,1,2015-07-28,3,July,17:09:00,17,13,E09000031,3,104,6,30,3,4,6,0,0,0,1,1,4,0,0,1,1,E01004427
201501JC30460,539850,187780,0.016562,51.571551,1,3,2,1,2015-07-20,2,July,09:29:00,9,13,E09000031,3,12,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01004438
201501JC30461,536570,189650,-0.03001,51.589159,1,3,2,1,2015-07-16,5,July,08:00:00,8,13,E09000031,3,503,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,E01004458
201501JC30463,538470,188700,-0.002976,51.580159,1,3,2,1,2015-07-28,3,July,17:10:00,17,13,E09000031,3,104,6,30,6,4,5,0,0,0,1,1,1,0,0,1,1,E01004467
201501JC30464,538690,188870,0.000264,51.581632,1,3,1,1,2015-07-29,4,July,22:36:00,22,13,E09000031,3,104,6,30,3,4,4,160,0,1,4,1,1,0,0,1,1,E01004467
201501JC30465,536050,186970,-0.038548,51.565202,1,3,2,1,2015-07-30,5,July,17:15:00,17,13,E09000031,3,104,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004422
201501JC30466,537520,190940,-0.0158,51.60052,1,3,2,1,2015-07-30,5,July,07:48:00,7,13,E09000031,3,406,7,50,1,4,4,179,0,0,1,4,1,0,0,1,1,E01004344
201501JC30467,539340,190370,0.010234,51.594951,1,3,2,1,2015-07-27,2,July,13:45:00,13,13,E09000031,3,104,6,30,1,4,3,406,0,0,1,1,1,0,0,2,2,E01004377
201501JC30469,537840,190940,-0.011183,51.600441,1,3,2,1,2015-07-18,7,July,07:43:00,7,13,E09000031,3,406,3,50,5,4,6,0,0,0,1,1,1,0,0,1,1,E01004344
201501JC30470,537660,189760,-0.014243,51.589882,1,3,1,1,2015-07-24,6,July,19:30:00,19,13,E09000031,3,503,3,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01004407
201501JC30471,539320,186590,0.008448,51.560989,1,2,1,1,2015-07-30,5,July,13:10:00,13,13,E09000031,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004341
201501JC30472,537730,186850,-0.014373,51.563716,1,3,2,1,2015-07-17,6,July,16:00:00,16,13,E09000031,3,1006,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,E01004435
201501JC30474,537130,189830,-0.021861,51.59064,1,3,2,1,2015-07-31,6,July,17:04:00,17,13,E09000031,3,503,6,30,6,4,6,0,0,1,1,1,1,0,0,1,1,E01004460
201501JC30476,539330,194740,0.011826,51.634221,1,3,1,1,2015-08-01,7,August,14:00:00,14,13,E09000031,5,0,6,30,3,4,3,1069,0,0,1,1,1,0,0,1,1,E01004352
201501JC30477,537480,190910,-0.016389,51.60026,1,3,2,2,2015-08-01,7,August,23:15:00,23,13,E09000031,3,112,1,30,1,2,4,179,0,5,4,1,1,0,0,1,1,E01004344
201501JC30478,537540,190640,-0.015629,51.597819,1,3,2,1,2015-08-01,7,August,17:50:00,17,13,E09000031,3,112,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004347
201501JC30480,538060,186480,-0.00976,51.56031,1,3,2,1,2015-08-02,1,August,07:30:00,7,13,E09000031,3,112,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01004430
201501JC30481,537260,191120,-0.019482,51.6022,1,3,2,1,2015-07-31,6,July,07:30:00,7,13,E09000031,3,406,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004403
201501JC30482,535800,190390,-0.040832,51.595994,1,3,3,1,2015-08-03,2,August,09:15:00,9,13,E09000031,4,179,6,30,0,-1,-1,0,0,0,1,1,1,0,6,1,1,E01004398
201501JC30483,539640,187600,0.013462,51.569986,1,3,2,1,2015-08-04,3,August,12:19:00,12,13,E09000031,3,1199,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004436
201501JC30485,537460,190980,-0.01665,51.600894,1,3,3,2,2015-08-02,1,August,13:41:00,13,13,E09000031,3,406,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004403
201501JC30486,530930,190560,-0.111035,51.598674,1,3,2,2,2015-08-02,1,August,02:50:00,2,31,E09000014,3,105,6,30,0,-1,-1,0,0,5,4,1,1,0,0,1,2,E01002098
201501JC30487,538150,190260,-0.006977,51.594255,1,3,2,1,2015-08-06,5,August,23:45:00,23,13,E09000031,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01004348
201501JC30488,537040,189190,-0.023409,51.584911,1,3,1,1,2015-08-05,4,August,11:50:00,11,13,E09000031,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004397
201501JC30489,535870,189830,-0.040038,51.590945,1,3,2,1,2015-08-05,4,August,12:00:00,12,13,E09000031,4,179,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01004401
201501JC30490,537830,188180,-0.01241,51.575643,1,3,1,1,2015-08-06,5,August,15:10:00,15,13,E09000031,3,104,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01004365
201501JC30492,538110,187700,-0.008561,51.571261,1,3,1,1,2015-08-06,5,August,12:55:00,12,13,E09000031,3,112,6,30,3,4,6,0,0,1,1,9,1,0,0,1,1,E01033153
201501JC30493,536320,190770,-0.033182,51.599283,1,3,2,2,2015-08-06,5,August,12:05:00,12,13,E09000031,4,179,6,30,2,4,6,0,0,4,1,1,1,0,0,1,1,E01004400
201501JC30494,536140,190730,-0.035794,51.598967,1,3,2,1,2015-08-09,1,August,21:20:00,21,13,E09000031,4,179,6,30,2,4,5,0,0,1,4,1,1,0,0,1,1,E01004400
201501JC30496,537380,193300,-0.016896,51.62176,1,3,3,2,2015-08-07,6,August,14:45:00,14,13,E09000031,3,112,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004451
201501JC30497,539040,186640,0.004431,51.561508,1,3,2,1,2015-08-09,1,August,21:29:00,21,13,E09000031,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01004341
201501JC30498,538460,185660,-0.004316,51.552844,1,3,1,1,2015-08-07,6,August,12:58:00,12,13,E09000031,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01004337
201501JC30499,537350,192640,-0.017588,51.615837,1,3,1,1,2015-08-07,6,August,13:25:00,13,13,E09000031,3,112,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01004452
201501JC30500,536450,191930,-0.030855,51.609676,1,3,2,1,2015-08-07,6,August,17:01:00,17,13,E09000031,3,406,3,40,0,-1,-1,0,0,0,1,1,1,0,7,1,1,E01004456
201501JC30501,537470,187830,-0.017739,51.572586,1,3,2,1,2015-08-11,3,August,23:00:00,23,13,E09000031,3,104,6,30,3,4,6,0,0,0,7,9,1,0,0,1,1,E01004423
201501JC30504,538000,186670,-0.010551,51.562032,1,3,1,1,2015-08-08,7,August,13:58:00,13,13,E09000031,6,0,6,30,3,4,3,112,0,0,1,1,1,0,0,1,1,E01004430
201501JC30505,536850,187500,-0.026808,51.569771,1,3,2,1,2015-08-11,3,August,22:12:00,22,13,E09000031,3,104,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01004427
201501JC30506,538490,191880,-0.001433,51.608729,1,3,2,1,2015-06-28,1,June,12:30:00,12,13,E09000031,4,160,6,30,3,4,6,0,0,8,1,1,1,0,0,1,2,E01004379
201501JC30507,537380,193160,-0.016951,51.620502,1,2,2,1,2015-08-16,1,August,15:30:00,15,13,E09000031,3,112,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004414
201501JC30509,539970,191770,0.019882,51.607375,1,3,2,1,2015-08-16,1,August,15:05:00,15,14,E09000026,3,104,6,30,3,2,3,1009,0,5,1,1,1,0,0,1,1,E01003750
201501JC30511,537840,193510,-0.010173,51.623535,1,2,1,1,2015-08-15,7,August,19:19:00,19,13,E09000031,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004355
201501JC30512,539790,186420,0.015156,51.559346,1,3,2,1,2015-08-14,6,August,17:50:00,17,13,E09000031,4,161,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01004327
201501JC30513,537950,186950,-0.011162,51.564561,1,3,2,2,2015-08-16,1,August,15:45:00,15,13,E09000031,3,112,6,30,9,4,3,1006,0,1,1,1,1,0,0,1,1,E01004373
201501JC30518,537800,188160,-0.012851,51.57547,1,3,1,1,2015-08-19,4,August,14:00:00,14,13,E09000031,3,104,6,30,6,2,3,112,0,5,1,1,1,0,0,1,1,E01004365
201501JC30519,538220,190970,-0.005688,51.600618,1,3,2,1,2015-08-20,5,August,21:35:00,21,13,E09000031,5,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01004343
201501JC30520,535840,189400,-0.040637,51.587088,1,3,2,1,2015-08-19,4,August,15:54:00,15,13,E09000031,3,1006,6,30,6,2,3,503,0,5,1,1,1,0,0,1,1,E01004391
201501JC30522,539890,187800,0.017146,51.571721,1,3,2,1,2015-08-21,6,August,12:08:00,12,13,E09000031,3,114,1,30,1,2,3,12,0,0,1,9,1,0,0,2,1,E01004438
