Accident_Index,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Month_name,Time,Hour,Weather_Conditions,Road_Surface_Conditions,Speed_limit
201501CW11096,-0.124986,51.494765,3,2,1,2015-06-29,2,June,17:30:00,17,1,1,30
201501CW11097,-0.162634,51.522248,3,1,1,2015-07-15,4,July,17:12:00,17,1,1,30
201501CW11099,-0.148836,51.49991,3,1,1,2015-07-27,2,July,13:20:00,13,1,1,30
201501CW11100,-0.15265,51.494664,2,2,1,2015-07-27,2,July,10:51:00,10,1,1,30
201501CW11101,-0.146458,51.498163,3,2,1,2015-07-27,2,July,14:10:00,14,1,1,30
201501CW11103,-0.175355,51.528562,3,2,1,2015-07-25,7,July,16:22:00,16,1,1,30
201501CW11104,-0.157739,51.522081,3,1,1,2015-07-28,3,July,07:51:00,7,1,1,30
201501CW11105,-0.144932,51.496701,3,1,2,2015-07-29,4,July,22:00:00,22,1,1,30
201501CW11107,-0.127553,51.509463,3,2,1,2015-07-28,3,July,14:00:00,14,1,1,30
201501CW11108,-0.151128,51.510917,3,1,1,2015-07-28,3,July,18:20:00,18,1,1,30
201501CW11109,-0.122177,51.507039,3,1,1,2015-07-29,4,July,19:05:00,19,1,1,30
201501CW11110,-0.134537,51.511373,3,1,2,2015-07-29,4,July,21:05:00,21,1,1,30
201501CW11112,-0.169102,51.519112,3,1,1,2015-07-28,3,July,19:40:00,19,1,1,30
201501CW11113,-0.164187,51.515888,3,2,1,2015-07-31,6,July,16:00:00,16,1,1,30
201501CW11116,-0.197544,51.525218,3,2,1,2015-07-17,6,July,11:40:00,11,1,1,30
201501CW11117,-0.172678,51.523394,3,2,1,2015-07-21,3,July,09:10:00,9,1,1,30
201501CW11118,-0.151352,51.501838,3,2,1,2015-07-25,7,July,16:00:00,16,1,1,30
201501CW11119,-0.201458,51.528335,3,2,1,2015-07-31,6,July,20:59:00,20,1,1,30
201501CW11120,-0.119089,51.512026,3,2,1,2015-07-31,6,July,11:48:00,11,1,1,30
201501CW11121,-0.155124,51.52258,3,1,1,2015-07-31,6,July,11:00:00,11,1,1,30
201501CW11122,-0.143297,51.522753,3,2,1,2015-07-31,6,July,10:15:00,10,1,1,30
201501CW11123,-0.114591,51.512763,3,1,2,2015-07-30,5,July,15:00:00,15,1,1,30
201501CW11125,-0.145442,51.505431,3,1,1,2015-07-31,6,July,22:00:00,22,1,1,30
201501CW11126,-0.132058,51.508546,3,2,1,2015-07-31,6,July,23:58:00,23,1,1,30
201501CW11127,-0.161666,51.51405,3,1,1,2015-07-31,6,July,14:52:00,14,1,1,30
201501CW11128,-0.133653,51.508302,3,1,1,2015-08-01,7,August,17:55:00,17,1,1,30
201501CW11129,-0.141584,51.515262,3,1,2,2015-08-01,7,August,17:24:00,17,1,1,30
201501CW11130,-0.139553,51.51559,3,1,2,2015-08-01,7,August,13:50:00,13,1,1,30
201501CW11131,-0.162786,51.514877,3,2,2,2015-08-02,1,August,01:00:00,1,1,1,30
201501CW11132,-0.157595,51.522079,3,2,1,2015-08-02,1,August,20:05:00,20,1,1,30
201501CW11133,-0.163071,51.514971,3,2,1,2015-08-02,1,August,21:27:00,21,1,1,30
201501CW11136,-0.130872,51.505829,3,2,1,2015-07-23,5,July,19:02:00,19,1,1,30
201501CW11137,-0.13298,51.48599,3,2,1,2015-07-27,2,July,08:30:00,8,1,1,30
201501CW11139,-0.157988,51.523074,3,2,1,2015-07-25,7,July,07:20:00,7,1,1,30
201501CW11140,-0.122177,51.507039,3,2,1,2015-07-28,3,July,23:00:00,23,1,1,30
201501CW11141,-0.141698,51.487657,3,1,2,2015-07-24,6,July,17:51:00,17,1,1,30
201501CW11142,-0.158214,51.524607,3,1,2,2015-08-02,1,August,11:25:00,11,1,1,30
201501CW11143,-0.129987,51.48873,3,2,1,2015-07-30,5,July,08:45:00,8,1,1,30
201501CW11144,-0.159135,51.512481,3,2,1,2015-07-31,6,July,12:07:00,12,1,1,30
201501CW11145,-0.157988,51.523074,3,2,1,2015-07-31,6,July,11:40:00,11,1,1,30
201501CW11146,-0.14234,51.486048,3,2,1,2015-08-03,2,August,14:09:00,14,1,1,30
201501CW11147,-0.126448,51.490741,3,2,2,2015-08-04,3,August,08:46:00,8,1,1,30
201501CW11148,-0.1269,51.507834,2,1,1,2015-08-02,1,August,07:00:00,7,1,1,30
201501CW11149,-0.12749,51.507484,3,2,1,2015-07-25,7,July,01:51:00,1,1,1,30
201501CW11150,-0.121423,51.507837,3,1,1,2015-07-24,6,July,03:00:00,3,1,1,30
201501CW11151,-0.204857,51.526229,3,2,1,2015-08-04,3,August,15:58:00,15,1,1,30
201501CW11153,-0.191703,51.519822,3,2,1,2015-08-04,3,August,17:10:00,17,1,1,40
201501CW11154,-0.159778,51.521574,3,1,2,2015-08-05,4,August,12:22:00,12,1,1,30
201501CW11156,-0.141912,51.496563,3,2,1,2015-08-05,4,August,10:00:00,10,1,1,30
201501CW11157,-0.139989,51.515506,3,1,1,2015-08-05,4,August,15:00:00,15,1,1,30
201501CW11158,-0.130872,51.505829,3,2,1,2015-08-05,4,August,16:22:00,16,1,1,30
201501CW11159,-0.123344,51.513713,3,1,1,2015-08-06,5,August,08:30:00,8,1,1,30
201501CW11160,-0.158116,51.512735,3,1,1,2015-08-06,5,August,11:00:00,11,1,1,30
201501CW11162,-0.11861,51.50968,3,3,1,2015-08-06,5,August,08:50:00,8,1,1,30
201501CW11163,-0.145495,51.514784,3,1,1,2015-08-06,5,August,08:50:00,8,1,1,30
201501CW11164,-0.16821,51.501832,3,2,1,2015-08-06,5,August,13:49:00,13,1,1,30
201501CW11165,-0.14889,51.516367,3,2,1,2015-08-06,5,August,06:41:00,6,1,1,30
201501CW11166,-0.13902,51.500384,3,2,1,2015-08-06,5,August,11:05:00,11,1,1,30
201501CW11167,-0.188999,51.518971,2,2,3,2015-08-10,2,August,00:34:00,0,1,1,30
201501CW11168,-0.183171,51.516903,3,2,1,2015-08-06,5,August,20:55:00,20,1,1,30
201501CW11169,-0.128868,51.512542,3,2,1,2015-08-09,1,August,00:03:00,0,1,1,30
201501CW11170,-0.136176,51.485321,3,2,1,2015-08-06,5,August,16:24:00,16,1,1,30
201501CW11171,-0.201473,51.524289,3,2,2,2015-08-06,5,August,16:55:00,16,1,1,30
201501CW11172,-0.129794,51.507521,2,2,2,2015-08-06,5,August,17:18:00,17,1,1,30
201501CW11173,-0.124303,51.500869,3,2,1,2015-08-06,5,August,21:40:00,21,1,1,30
201501CW11174,-0.189998,51.515569,3,1,2,2015-08-06,5,August,22:49:00,22,1,1,30
201501CW11175,-0.140883,51.507697,3,2,1,2015-08-06,5,August,19:56:00,19,1,1,30
201501CW11176,-0.127302,51.50856,3,2,1,2015-08-08,7,August,16:00:00,16,1,1,30
201501CW11177,-0.141322,51.507524,3,2,1,2015-08-08,7,August,04:40:00,4,1,1,30
201501CW11179,-0.151359,51.501658,3,1,1,2015-08-01,7,August,00:22:00,0,1,1,30
201501CW11180,-0.132502,51.511791,3,2,1,2015-07-31,6,July,00:30:00,0,1,1,30
201501CW11183,-0.194165,51.523187,3,2,1,2015-07-21,3,July,22:50:00,22,1,1,30
201501CW11184,-0.126212,51.5,3,3,1,2015-08-10,2,August,18:00:00,18,1,1,30
201501CW11185,-0.14169,51.494941,3,1,2,2015-08-10,2,August,17:29:00,17,1,1,30
201501CW11187,-0.151359,51.501658,3,1,2,2015-08-10,2,August,12:10:00,12,1,1,30
201501CW11188,-0.125418,51.494772,3,2,1,2015-08-10,2,August,10:40:00,10,1,1,30
201501CW11189,-0.144596,51.519176,3,2,1,2015-08-10,2,August,08:54:00,8,1,1,30
201501CW11190,-0.127626,51.500652,2,2,1,2015-08-03,2,August,08:45:00,8,1,1,30
201501CW11192,-0.163673,51.528649,3,2,1,2015-08-01,7,August,14:30:00,14,1,1,30
201501CW11193,-0.165301,51.531192,3,2,1,2015-08-11,3,August,13:10:00,13,1,1,30
201501CW11194,-0.151044,51.488074,3,1,1,2015-08-11,3,August,13:15:00,13,2,2,30
201501CW11195,-0.136899,51.485243,3,2,1,2015-08-11,3,August,09:18:00,9,1,1,30
201501CW11197,-0.171558,51.526164,2,1,2,2015-08-12,4,August,15:28:00,15,1,1,30
201501CW11198,-0.158979,51.519943,2,1,1,2015-08-12,4,August,15:53:00,15,1,1,30
201501CW11199,-0.131291,51.51321,3,1,1,2015-08-11,3,August,16:50:00,16,1,1,30
201501CW11200,-0.174404,51.534302,3,2,1,2015-08-12,4,August,07:40:00,7,1,1,30
201501CW11201,-0.16082,51.513587,3,1,1,2015-08-12,4,August,14:36:00,14,1,1,30
201501CW11203,-0.154229,51.509077,3,1,1,2015-08-01,7,August,18:30:00,18,1,1,30
201501CW11204,-0.14098,51.508868,3,1,1,2015-07-30,5,July,14:30:00,14,1,1,30
201501CW11205,-0.116918,51.512261,3,2,1,2015-08-06,5,August,09:20:00,9,1,1,30
201501CW11206,-0.216038,51.527838,3,2,1,2015-08-06,5,August,19:00:00,19,1,1,30
201501CW11207,-0.146722,51.502304,3,1,1,2015-07-08,4,July,21:25:00,21,1,1,30
201501CW11208,-0.144915,51.514865,3,2,1,2015-07-19,1,July,23:20:00,23,1,1,30
201501CW11209,-0.131231,51.507634,3,2,1,2015-08-08,7,August,02:30:00,2,1,1,30
201501CW11211,-0.208019,51.526457,3,2,1,2015-08-14,6,August,07:57:00,7,1,1,30
201501CW11212,-0.163401,51.521091,3,5,3,2015-08-13,5,August,23:04:00,23,1,1,30
201501CW11213,-0.151917,51.519922,3,1,1,2015-08-13,5,August,13:18:00,13,2,2,30
201501CW11215,-0.142759,51.507637,3,2,1,2015-08-09,1,August,01:12:00,1,1,1,30
201501CW11216,-0.145681,51.495993,3,1,1,2015-08-15,7,August,21:50:00,21,1,1,30
201501CW11218,-0.131254,51.514109,3,1,1,2015-08-15,7,August,22:40:00,22,1,1,30
201501CW11219,-0.135808,51.51553,3,2,1,2015-08-14,6,August,16:08:00,16,2,2,30
201501CW11220,-0.193905,51.51518,3,1,1,2015-08-15,7,August,20:45:00,20,1,1,30
201501CW11221,-0.179078,51.521965,3,2,1,2015-08-16,1,August,18:20:00,18,1,1,30
201501CW11222,-0.158242,51.513187,3,2,1,2015-08-16,1,August,10:22:00,10,1,1,30
201501CW11223,-0.143577,51.487507,3,3,2,2015-08-16,1,August,17:17:00,17,1,1,30
201501CW11224,-0.130872,51.505829,2,2,1,2015-08-09,1,August,14:18:00,14,1,1,30
201501CW11225,-0.141912,51.496563,3,2,1,2015-08-17,2,August,19:30:00,19,1,1,30
201501CW11226,-0.128506,51.510828,3,2,1,2015-08-17,2,August,20:02:00,20,1,1,30
201501CW11228,-0.134337,51.509212,3,2,1,2015-08-18,3,August,04:58:00,4,1,1,30
201501CW11229,-0.148836,51.49991,3,2,1,2015-08-17,2,August,10:52:00,10,1,1,30
201501CW11231,-0.127653,51.507037,3,2,1,2015-08-18,3,August,09:15:00,9,1,1,30
201501CW11232,-0.165436,51.520673,3,2,1,2015-08-18,3,August,10:20:00,10,1,1,30
201501CW11233,-0.125134,51.494677,3,2,1,2015-08-14,6,August,20:25:00,20,2,2,30
201501CW11236,-0.187528,51.516071,3,2,1,2015-08-19,4,August,22:15:00,22,1,1,30
201501CW11237,-0.195324,51.523025,3,2,1,2015-08-19,4,August,10:40:00,10,1,1,20
201501CW11238,-0.127156,51.487515,3,2,1,2015-08-19,4,August,09:00:00,9,1,1,30
201501CW11239,-0.18243,51.517431,3,2,1,2015-08-13,5,August,06:30:00,6,1,1,30
201501CW11240,-0.128566,51.488257,3,2,1,2015-08-13,5,August,11:15:00,11,5,2,30
201501CW11241,-0.132401,51.507203,3,2,2,2015-08-22,7,August,22:10:00,22,1,1,30
201501CW11242,-0.148893,51.516277,3,2,1,2015-08-22,7,August,18:25:00,18,1,1,30
201501CW11243,-0.207689,51.527531,3,2,4,2015-08-22,7,August,18:20:00,18,1,1,30
201501CW11245,-0.149313,51.495241,3,2,2,2015-08-22,7,August,13:40:00,13,1,1,30
201501CW11247,-0.178584,51.519889,3,1,1,2015-08-22,7,August,02:57:00,2,1,1,30
201501CW11248,-0.187535,51.515891,3,2,1,2015-08-21,6,August,19:00:00,19,1,1,30
201501CW11249,-0.180245,51.52522,2,2,1,2015-08-21,6,August,16:45:00,16,1,1,30
201501CW11250,-0.187033,51.510398,3,1,1,2015-08-20,5,August,22:45:00,22,1,1,30
201501CW11251,-0.198302,51.527927,3,2,1,2015-08-20,5,August,21:20:00,21,1,1,30
201501CW11252,-0.158577,51.501322,3,1,1,2015-08-20,5,August,16:45:00,16,1,1,30
201501CW11254,-0.173805,51.524041,3,2,1,2015-08-20,5,August,18:40:00,18,1,1,30
201501CW11255,-0.155655,51.509459,3,2,1,2015-08-20,5,August,18:40:00,18,1,1,30
201501CW11256,-0.153036,51.502943,3,1,1,2015-08-23,1,August,12:11:00,12,1,1,30
201501CW11257,-0.201555,51.522222,3,2,1,2015-08-16,1,August,08:30:00,8,1,1,30
201501CW11258,-0.150201,51.523132,3,1,1,2015-08-24,2,August,15:13:00,15,2,2,30
201501CW11259,-0.157253,51.498423,3,2,1,2015-08-24,2,August,07:59:00,7,1,1,30
201501CW11260,-0.175711,51.526858,3,2,1,2015-08-24,2,August,07:55:00,7,2,2,20
201501CW11261,-0.136899,51.485243,3,2,1,2015-08-25,3,August,06:11:00,6,1,1,30
201501CW11262,-0.176339,51.5364,2,2,1,2015-08-25,3,August,09:15:00,9,1,1,30
201501CW11263,-0.153457,51.513921,3,1,1,2015-08-25,3,August,13:50:00,13,1,1,30
201501CW11264,-0.124012,51.500954,3,2,1,2015-08-25,3,August,07:38:00,7,1,1,30
201501CW11265,-0.174009,51.497337,3,2,1,2015-08-25,3,August,17:20:00,17,2,2,30
201501CW11266,-0.119089,51.512026,3,2,1,2015-08-18,3,August,19:40:00,19,1,1,30
201501CW11267,-0.169804,51.519573,3,2,1,2015-08-21,6,August,18:50:00,18,1,1,30
201501CW11268,-0.148834,51.528416,3,1,1,2015-08-26,4,August,10:45:00,10,1,1,30
201501CW11270,-0.130456,51.487838,3,2,1,2015-08-26,4,August,21:11:00,21,1,1,30
201501CW11271,-0.154415,51.490196,3,2,1,2015-08-26,4,August,23:00:00,23,1,1,30
201501CW11272,-0.164187,51.515888,3,1,1,2015-08-26,4,August,22:17:00,22,1,1,30
201501CW11273,-0.174412,51.498062,3,1,1,2015-08-26,4,August,10:12:00,10,1,1,30
201501CW11276,-0.197548,51.525128,3,2,1,2015-08-26,4,August,19:14:00,19,1,1,30
201501CW11277,-0.142406,51.502146,3,2,1,2015-08-26,4,August,15:30:00,15,1,1,30
201501CW11278,-0.186615,51.510032,3,2,1,2015-08-26,4,August,19:30:00,19,1,1,30
201501CW11279,-0.204168,51.525409,3,2,1,2015-08-27,5,August,23:35:00,23,1,1,30
201501CW11280,-0.126456,51.501083,2,1,1,2015-08-27,5,August,08:57:00,8,1,1,30
201501CW11281,-0.122487,51.506505,3,1,1,2015-08-27,5,August,23:09:00,23,1,1,30
201501CW11283,-0.164819,51.500161,3,2,1,2015-08-14,6,August,23:20:00,23,1,1,30
201501CW11284,-0.201674,51.522853,3,2,1,2015-08-13,5,August,09:15:00,9,1,1,30
201501CW11286,-0.158577,51.512023,3,2,1,2015-08-12,4,August,18:20:00,18,1,1,10
201501CW11287,-0.181022,51.502122,3,1,1,2015-08-12,4,August,17:00:00,17,1,1,20
201501CW11289,-0.173816,51.527369,3,2,1,2015-08-26,4,August,11:01:00,11,1,1,30
201501CW11290,-0.163109,51.521176,3,5,4,2015-08-30,1,August,23:04:00,23,1,1,30
201501CW11291,-0.152066,51.505536,3,2,1,2015-08-28,6,August,14:25:00,14,1,1,30
201501CW11294,-0.167557,51.518099,3,4,1,2015-08-29,7,August,16:13:00,16,1,1,30
201501CW11297,-0.18704,51.510218,3,1,1,2015-08-31,2,August,21:00:00,21,1,2,30
201501CW11298,-0.140857,51.51543,2,2,1,2015-08-09,1,August,18:10:00,18,1,1,30
201501CW11299,-0.139884,51.52162,3,2,1,2015-08-24,2,August,09:15:00,9,1,1,30
201501CW11301,-0.1877,51.533519,3,2,1,2015-09-01,3,September,07:50:00,7,1,1,30
201501CW11303,-0.163858,51.520469,3,2,1,2015-09-01,3,September,17:45:00,17,2,2,30
201501CW11304,-0.136942,51.515998,2,2,1,2015-09-02,4,September,03:46:00,3,1,1,30
201501CW11305,-0.151598,51.524233,3,2,1,2015-08-28,6,August,20:15:00,20,1,1,30
201501CW11308,-0.133851,51.485824,3,2,1,2015-09-02,4,September,21:55:00,21,1,1,30
201501CW11309,-0.215894,51.527836,3,2,1,2015-09-02,4,September,06:58:00,6,1,1,30
201501CW11311,-0.132502,51.511791,3,1,1,2015-09-02,4,September,18:07:00,18,1,1,30
201501CW11313,-0.216028,51.528108,3,2,1,2015-09-02,4,September,08:00:00,8,1,1,30
201501CW11314,-0.124156,51.500956,3,2,1,2015-09-02,4,September,20:36:00,20,1,1,30
201501CW11315,-0.13694,51.508983,3,1,1,2015-09-02,4,September,15:25:00,15,1,1,30
201501CW11316,-0.132174,51.516282,3,1,1,2015-09-02,4,September,19:07:00,19,1,1,30
201501CW11317,-0.131136,51.516984,3,1,1,2015-09-03,5,September,08:23:00,8,1,1,30
201501CW11319,-0.145629,51.493744,3,1,1,2015-09-03,5,September,09:19:00,9,1,1,30
201501CW11320,-0.139733,51.493471,3,2,1,2015-08-03,2,August,18:35:00,18,1,1,30
201501CW11321,-0.152892,51.502941,2,1,1,2015-09-03,5,September,10:30:00,10,1,1,30
201501CW11322,-0.189927,51.510083,3,1,1,2015-09-04,6,September,09:55:00,9,1,1,30
201501CW11323,-0.179607,51.50147,3,1,2,2015-09-04,6,September,19:20:00,19,1,1,30
201501CW11324,-0.127047,51.507747,3,1,1,2015-09-04,6,September,18:00:00,18,1,1,30
201501CW11325,-0.16572,51.520768,3,3,1,2015-09-04,6,September,22:45:00,22,1,1,30
201501CW11326,-0.118982,51.514632,3,2,1,2015-09-04,6,September,14:45:00,14,1,1,30
201501CW11327,-0.197301,51.527732,3,2,1,2015-09-05,7,September,15:18:00,15,1,1,30
201501CW11328,-0.163712,51.534854,3,2,3,2015-09-05,7,September,22:25:00,22,1,1,30
201501CW11329,-0.17997,51.499588,3,2,1,2015-09-06,1,September,21:58:00,21,1,1,30
201501CW11330,-0.141504,51.517239,3,2,1,2015-09-05,7,September,11:47:00,11,1,1,30
201501CW11332,-0.174987,51.52334,3,2,1,2015-09-07,2,September,07:10:00,7,1,1,30
201501CW11333,-0.124156,51.500956,3,2,1,2015-08-31,2,August,15:50:00,15,1,1,30
201501CW11334,-0.161553,51.502538,3,2,1,2015-09-07,2,September,14:30:00,14,1,1,30
201501CW11335,-0.200911,51.52392,3,2,1,2015-09-07,2,September,16:00:00,16,1,1,30
201501CW11336,-0.141765,51.514366,3,1,1,2015-09-07,2,September,19:45:00,19,1,1,30
201501CW11338,-0.208592,51.526556,3,2,1,2015-09-07,2,September,22:27:00,22,1,1,30
201501CW11339,-0.193277,51.512832,3,3,1,2015-09-08,3,September,00:05:00,0,1,1,30
201501CW11341,-0.155528,51.512605,3,2,1,2015-09-08,3,September,18:15:00,18,1,1,30
201501CW11342,-0.127169,51.511795,3,1,1,2015-09-08,3,September,11:20:00,11,1,1,30
201501CW11344,-0.144932,51.496701,3,2,2,2015-09-09,4,September,01:40:00,1,1,1,30
201501CW11345,-0.144932,51.496701,3,2,1,2015-09-05,7,September,04:41:00,4,1,1,30
201501CW11346,-0.167708,51.517921,3,2,3,2015-08-28,6,August,16:30:00,16,1,1,30
201501CW11347,-0.188991,51.519151,3,1,1,2015-08-20,5,August,08:48:00,8,1,1,30
201501CW11348,-0.139713,51.508128,3,2,1,2015-09-09,4,September,15:50:00,15,1,1,30
201501CW11350,-0.130161,51.488013,2,1,1,2015-09-09,4,September,20:27:00,20,1,1,30
201501CW11352,-0.124008,51.501044,3,2,1,2015-09-07,2,September,18:00:00,18,1,1,30
201501CW11353,-0.174568,51.512183,3,1,1,2015-09-11,6,September,20:52:00,20,1,1,30
201501CW11356,-0.164272,51.520925,3,2,1,2015-09-10,5,September,17:10:00,17,1,1,30
201501CW11357,-0.141635,51.514004,3,1,2,2015-09-10,5,September,17:20:00,17,1,1,30
201501CW11358,-0.170359,51.516524,3,2,1,2015-09-10,5,September,21:43:00,21,1,1,30
201501CW11359,-0.174621,51.500044,3,2,1,2015-09-11,6,September,08:20:00,8,1,1,30
201501CW11360,-0.174051,51.539512,3,5,1,2015-09-11,6,September,07:10:00,7,1,1,30
201501CW11361,-0.164125,51.517415,3,2,1,2015-09-11,6,September,12:40:00,12,1,1,30
201501CW11362,-0.132199,51.491013,2,1,1,2015-09-12,7,September,06:15:00,6,1,1,30
201501CW11363,-0.121881,51.507215,3,1,1,2015-09-11,6,September,22:40:00,22,1,1,30
201501CW11364,-0.128617,51.511639,3,1,1,2015-09-12,7,September,02:40:00,2,1,1,30
201501CW11366,-0.174849,51.512367,3,1,1,2015-09-14,2,September,23:38:00,23,1,1,30
201501CW11367,-0.137479,51.485162,3,2,1,2015-09-12,7,September,18:44:00,18,1,1,30
201501CW11368,-0.143903,51.49012,3,1,1,2015-09-14,2,September,01:35:00,1,1,1,30
201501CW11369,-0.175264,51.523614,3,1,2,2015-09-10,5,September,18:21:00,18,1,1,30
201501CW11370,-0.124119,51.501855,3,1,2,2015-09-11,6,September,09:07:00,9,1,1,30
201501CW11371,-0.177102,51.531736,3,2,1,2015-09-10,5,September,07:46:00,7,1,1,30
201501CW11372,-0.173842,51.533933,3,2,1,2015-09-04,6,September,23:05:00,23,1,1,30
201501CW11373,-0.14889,51.516367,3,2,1,2015-09-05,7,September,19:50:00,19,1,1,30
201501CW11375,-0.170784,51.520307,3,2,1,2015-09-14,2,September,09:04:00,9,1,1,30
201501CW11376,-0.125762,51.496935,3,1,1,2015-09-14,2,September,12:23:00,12,2,2,30
201501CW11378,-0.126977,51.509454,3,2,1,2015-09-09,4,September,22:15:00,22,1,1,30
201501CW11379,-0.173963,51.51649,3,2,1,2015-08-22,7,August,09:10:00,9,1,1,30
201501CW11380,-0.175264,51.523614,3,2,1,2015-09-11,6,September,08:30:00,8,1,1,30
201501CW11382,-0.158519,51.50276,2,2,1,2015-09-09,4,September,08:00:00,8,1,1,30
201501CW11383,-0.136144,51.503755,3,1,1,2015-09-15,3,September,16:55:00,16,1,1,30
201501CW11384,-0.130729,51.509334,3,1,1,2015-09-16,4,September,03:30:00,3,1,1,30
201501CW11385,-0.199083,51.52641,3,2,1,2015-09-15,3,September,21:40:00,21,1,1,30
201501CW11386,-0.141362,51.51364,3,2,1,2015-09-15,3,September,12:38:00,12,1,1,30
201501CW11387,-0.130876,51.50574,3,2,1,2015-09-16,4,September,18:10:00,18,1,1,30
201501CW11388,-0.132642,51.511883,3,1,1,2015-09-16,4,September,18:43:00,18,1,1,30
201501CW11390,-0.157595,51.522079,3,1,1,2015-09-16,4,September,12:41:00,12,1,1,30
201501CW11391,-0.174997,51.515877,3,2,1,2015-09-10,5,September,21:15:00,21,1,1,30
201501CW11392,-0.129699,51.488725,3,1,1,2015-09-17,5,September,17:10:00,17,1,1,30
201501CW11393,-0.201428,51.52177,3,2,1,2015-09-17,5,September,17:40:00,17,1,1,30
201501CW11394,-0.1289,51.501212,3,1,1,2015-09-17,5,September,16:46:00,16,1,1,30
201501CW11395,-0.137639,51.513041,3,1,1,2015-09-18,6,September,19:30:00,19,1,1,30
201501CW11396,-0.174687,51.520008,3,2,1,2015-09-18,6,September,17:40:00,17,1,1,40
201501CW11397,-0.126271,51.502069,2,1,1,2015-09-18,6,September,22:55:00,22,1,1,30
201501CW11398,-0.182048,51.516166,3,2,1,2015-09-19,7,September,12:23:00,12,1,1,30
201501CW11399,-0.176723,51.501515,2,3,1,2015-09-20,1,September,00:54:00,0,1,1,30
201501CW11400,-0.17862,51.51899,3,3,1,2015-09-18,6,September,23:35:00,23,1,1,30
201501CW11401,-0.163253,51.521179,3,2,1,2015-09-19,7,September,09:15:00,9,1,1,30
201501CW11402,-0.157651,51.517134,3,2,1,2015-09-20,1,September,13:30:00,13,1,1,30
201501CW11403,-0.141511,51.517059,3,2,1,2015-09-13,1,September,13:15:00,13,1,1,30
201501CW11404,-0.159771,51.521754,3,2,1,2015-09-01,3,September,18:30:00,18,2,2,30
201501CW11405,-0.161557,51.502448,3,2,1,2015-08-05,4,August,19:30:00,19,1,1,30
201501CW11406,-0.175777,51.539629,3,2,1,2015-09-17,5,September,14:40:00,14,1,1,30
201501CW11407,-0.129271,51.513268,3,1,1,2015-09-17,5,September,18:24:00,18,1,1,30
201501CW11408,-0.135709,51.503838,3,1,1,2015-09-17,5,September,19:40:00,19,1,1,30
201501CW11409,-0.154828,51.526352,3,2,1,2015-09-18,6,September,08:53:00,8,1,1,30
201501CW11410,-0.189952,51.534903,2,1,1,2015-09-19,7,September,16:00:00,16,1,1,30
201501CW11412,-0.148565,51.510157,3,1,2,2015-09-21,2,September,14:40:00,14,2,2,30
201501CW11413,-0.193028,51.511839,3,2,2,2015-09-21,2,September,16:11:00,16,2,2,30
201501CW11414,-0.202881,51.528807,3,2,1,2015-09-21,2,September,20:29:00,20,1,2,30
201501CW11415,-0.151112,51.507769,3,2,1,2015-09-21,2,September,17:30:00,17,1,1,30
201501CW11416,-0.20219,51.52439,3,2,1,2015-09-01,3,September,10:30:00,10,1,1,30
201501CW11418,-0.164234,51.514719,2,2,1,2015-09-13,1,September,10:00:00,10,1,1,30
201501CW11419,-0.151247,51.493743,3,2,1,2015-09-23,4,September,09:43:00,9,1,1,30
201501CW11420,-0.150822,51.493556,3,2,1,2015-09-23,4,September,10:00:00,10,1,1,30
201501CW11421,-0.159229,51.513742,3,1,1,2015-09-23,4,September,19:48:00,19,1,1,30
201501CW11422,-0.156852,51.515503,3,2,1,2015-09-22,3,September,16:25:00,16,1,1,30
201501CW11423,-0.130223,51.507618,3,2,1,2015-09-22,3,September,14:05:00,14,8,2,30
201501CW11426,-0.145541,51.495901,3,1,2,2015-09-23,4,September,08:15:00,8,1,1,30
201501CW11427,-0.155564,51.522407,3,2,1,2015-09-23,4,September,15:30:00,15,1,1,30
201501CW11430,-0.161573,51.512789,3,2,1,2015-09-20,1,September,21:40:00,21,1,1,30
201501CW11431,-0.116855,51.510281,3,1,1,2015-09-17,5,September,15:45:00,15,1,1,30
201501CW11432,-0.124303,51.500869,3,1,1,2015-09-23,4,September,12:50:00,12,1,1,30
201501CW11433,-0.169242,51.519204,3,2,1,2015-08-28,6,August,16:30:00,16,1,1,30
201501CW11434,-0.117741,51.513263,3,2,2,2015-09-19,7,September,09:15:00,9,1,1,30
201501CW11436,-0.138656,51.505773,3,2,1,2015-08-18,3,August,15:15:00,15,2,2,30
201501CW11437,-0.173943,51.52782,3,1,1,2015-09-24,5,September,13:10:00,13,1,1,30
201501CW11440,-0.153036,51.502943,3,2,1,2015-09-27,1,September,22:27:00,22,1,1,30
201501CW11441,-0.119115,51.511397,3,2,2,2015-09-27,1,September,21:30:00,21,1,1,30
201501CW11442,-0.138028,51.492904,3,2,2,2015-09-27,1,September,11:20:00,11,1,1,30
201501CW11443,-0.157177,51.511012,3,2,1,2015-09-26,7,September,16:14:00,16,1,1,30
201501CW11444,-0.168411,51.514785,3,1,1,2015-09-26,7,September,10:55:00,10,1,1,30
201501CW11445,-0.18813,51.526332,3,2,1,2015-09-26,7,September,15:11:00,15,1,1,30
201501CW11446,-0.13694,51.508983,3,1,1,2015-09-25,6,September,18:00:00,18,1,1,30
201501CW11447,-0.129546,51.499514,3,2,1,2015-09-23,4,September,01:08:00,1,1,1,30
