Accident_Index,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Month_name,Time,Hour,Weather_Conditions,Road_Surface_Conditions,Speed_limit
201501BS70001,-0.198465,51.505538,3,1,1,2015-01-12,2,January,18:45:00,18,1,1,30
201501BS70002,-0.178838,51.491836,3,1,1,2015-01-12,2,January,07:50:00,7,1,1,30
201501BS70004,-0.20559,51.51491,3,1,1,2015-01-12,2,January,18:08:00,18,2,2,30
201501BS70005,-0.208327,51.514952,3,1,1,2015-01-13,3,January,07:40:00,7,1,2,30
201501BS70008,-0.206022,51.496572,2,2,1,2015-01-09,6,January,07:30:00,7,2,2,30
201501BS70009,-0.19361,51.500788,3,2,1,2015-01-15,5,January,09:56:00,9,1,2,30
201501BS70010,-0.173519,51.495171,3,2,1,2015-01-15,5,January,09:09:00,9,8,2,30
201501BS70011,-0.163542,51.492497,3,2,1,2015-01-18,1,January,15:30:00,15,1,1,30
201501BS70012,-0.21198,51.513659,3,2,1,2015-01-16,6,January,06:20:00,6,1,1,30
201501BS70013,-0.199786,51.5159,3,2,2,2015-01-20,3,January,15:44:00,15,8,1,30
201501BS70014,-0.216407,51.518402,3,2,1,2015-01-23,6,January,22:39:00,22,2,2,30
201501BS70015,-0.184495,51.501726,3,1,2,2015-01-22,5,January,08:10:00,8,1,1,30
201501BS70016,-0.172522,51.491289,3,2,1,2015-01-21,4,January,18:05:00,18,1,1,30
201501BS70017,-0.195797,51.492818,3,1,1,2015-01-21,4,January,13:38:00,13,1,1,30
201501BS70018,-0.166886,51.488143,3,1,1,2015-01-23,6,January,10:57:00,10,1,1,30
201501BS70019,-0.166882,51.488233,3,1,1,2015-01-23,6,January,17:15:00,17,1,1,30
201501BS70020,-0.214099,51.51477,3,2,1,2015-01-23,6,January,13:34:00,13,1,1,30
201501BS70022,-0.183889,51.484361,3,2,1,2015-01-25,1,January,01:50:00,1,1,1,30
201501BS70023,-0.207725,51.519259,3,1,1,2015-01-24,7,January,16:16:00,16,1,1,30
201501BS70024,-0.172964,51.491026,3,2,1,2015-01-23,6,January,15:25:00,15,1,1,30
201501BS70026,-0.163102,51.499864,2,1,1,2015-01-23,6,January,23:25:00,23,2,2,30
201501BS70027,-0.192941,51.488548,3,1,1,2015-01-20,3,January,17:20:00,17,1,1,30
201501BS70029,-0.193675,51.488199,3,2,1,2015-01-20,3,January,15:15:00,15,1,1,30
201501BS70030,-0.215564,51.51785,3,2,2,2015-01-28,4,January,09:36:00,9,2,2,30
201501BS70033,-0.185515,51.483307,3,2,2,2015-01-30,6,January,01:46:00,1,1,1,30
201501BS70034,-0.163793,51.496997,3,1,1,2015-01-29,5,January,19:00:00,19,1,1,30
201501BS70035,-0.158276,51.494483,3,1,1,2015-01-29,5,January,17:10:00,17,1,1,30
201501BS70036,-0.194671,51.506739,3,1,1,2015-01-30,6,January,07:50:00,7,1,1,30
201501BS70037,-0.167365,51.483385,3,2,1,2015-02-01,1,February,13:00:00,13,1,2,30
201501BS70038,-0.167321,51.48806,3,1,1,2015-01-30,6,January,23:10:00,23,1,1,30
201501BS70039,-0.172881,51.482302,3,2,1,2015-01-31,7,January,00:10:00,0,1,1,30
201501BS70040,-0.197319,51.509028,3,1,1,2015-02-01,1,February,16:00:00,16,1,1,30
201501BS70042,-0.160434,51.501711,3,1,1,2015-01-31,7,January,21:06:00,21,1,1,30
201501BS70043,-0.215936,51.504636,2,2,1,2015-01-30,6,January,18:40:00,18,1,1,30
201501BS70044,-0.215377,51.5263,3,1,1,2015-01-31,7,January,14:00:00,14,2,2,30
201501BS70045,-0.185591,51.485017,3,2,1,2015-01-30,6,January,16:30:00,16,1,1,30
201501BS70046,-0.164763,51.483614,3,3,3,2015-02-03,3,February,14:10:00,14,1,1,30
201501BS70047,-0.159271,51.501962,3,2,1,2015-02-04,4,February,11:30:00,11,1,1,30
201501BS70048,-0.18286,51.484885,3,2,1,2015-02-04,4,February,12:30:00,12,1,1,30
201501BS70049,-0.166709,51.492547,2,1,1,2015-01-22,5,January,22:30:00,22,1,1,30
201501BS70050,-0.165997,51.492356,3,2,1,2015-02-04,4,February,14:05:00,14,1,1,30
201501BS70051,-0.214056,51.519535,3,2,1,2015-02-04,4,February,19:50:00,19,1,1,30
201501BS70052,-0.205446,51.514908,3,2,1,2015-01-29,5,January,20:00:00,20,1,1,30
201501BS70053,-0.176955,51.48848,3,2,1,2015-02-07,7,February,09:45:00,9,1,1,30
201501BS70055,-0.15865,51.495928,3,2,1,2015-02-08,1,February,23:05:00,23,1,1,30
201501BS70056,-0.227035,51.519372,3,2,1,2015-02-05,5,February,08:35:00,8,2,2,30
201501BS70057,-0.192799,51.499426,3,2,1,2015-02-05,5,February,16:30:00,16,1,1,30
201501BS70058,-0.173334,51.481769,3,1,1,2015-02-06,6,February,08:52:00,8,1,1,30
201501BS70060,-0.196819,51.510729,3,2,1,2015-02-06,6,February,13:27:00,13,1,1,30
201501BS70061,-0.193059,51.50015,3,2,1,2015-02-09,2,February,21:16:00,21,1,1,30
201501BS70062,-0.157984,51.494568,2,1,1,2015-01-21,4,January,11:00:00,11,1,1,30
201501BS70065,-0.170251,51.486847,3,2,1,2015-02-10,3,February,20:40:00,20,1,1,30
201501BS70066,-0.22116,51.514787,3,2,2,2015-02-10,3,February,15:56:00,15,1,1,50
201501BS70067,-0.178139,51.487689,3,2,1,2015-02-10,3,February,08:50:00,8,1,1,30
201501BS70068,-0.21809,51.51591,3,1,1,2015-02-10,3,February,16:10:00,16,1,1,30
201501BS70069,-0.210203,51.511203,3,1,1,2015-02-13,6,February,08:50:00,8,1,1,30
201501BS70070,-0.214021,51.524121,3,2,1,2015-02-14,7,February,21:55:00,21,1,2,30
201501BS70071,-0.209563,51.516499,3,2,1,2015-02-13,6,February,18:50:00,18,1,2,30
201501BS70072,-0.178728,51.480144,3,3,2,2015-02-13,6,February,18:45:00,18,2,2,30
201501BS70073,-0.15588,51.489589,3,2,1,2015-02-14,7,February,11:45:00,11,1,2,30
201501BS70074,-0.203266,51.50804,3,2,1,2015-02-09,2,February,11:30:00,11,1,1,30
201501BS70076,-0.182567,51.481373,3,2,1,2015-02-16,2,February,20:35:00,20,2,2,30
201501BS70077,-0.215743,51.505892,3,1,1,2015-02-16,2,February,09:22:00,9,1,1,30
201501BS70078,-0.157499,51.492312,3,1,1,2015-02-16,2,February,10:00:00,10,1,1,30
201501BS70080,-0.205256,51.516074,3,1,1,2015-02-17,3,February,10:02:00,10,1,1,30
201501BS70081,-0.180503,51.486197,3,2,1,2015-02-17,3,February,17:48:00,17,2,2,30
201501BS70082,-0.193459,51.500965,3,1,1,2015-02-17,3,February,10:00:00,10,1,1,30
201501BS70083,-0.160914,51.496952,3,2,1,2015-02-11,4,February,20:30:00,20,1,1,30
201501BS70085,-0.210912,51.518858,3,2,1,2015-02-19,5,February,19:00:00,19,1,2,30
201501BS70086,-0.179323,51.486898,3,1,1,2015-02-19,5,February,22:05:00,22,2,2,30
201501BS70087,-0.190458,51.489409,3,1,2,2015-02-20,6,February,23:52:00,23,1,1,30
201501BS70088,-0.224558,51.520054,2,2,1,2015-02-21,7,February,12:20:00,12,1,1,30
201501BS70089,-0.201846,51.522136,3,1,1,2015-02-22,1,February,10:50:00,10,1,1,30
201501BS70091,-0.210248,51.517409,3,1,1,2015-02-22,1,February,18:35:00,18,1,2,30
201501BS70092,-0.181786,51.479293,2,2,1,2015-02-23,2,February,15:56:00,15,1,1,30
201501BS70093,-0.178436,51.48023,3,1,1,2015-02-25,4,February,07:30:00,7,2,2,30
201501BS70094,-0.156758,51.49284,3,1,1,2015-02-19,5,February,14:56:00,14,2,2,30
201501BS70095,-0.208464,51.515134,3,2,1,2015-02-26,5,February,21:43:00,21,1,1,30
201501BS70096,-0.193462,51.500875,3,1,1,2015-02-26,5,February,19:16:00,19,1,1,30
201501BS70097,-0.156165,51.489684,3,1,1,2015-03-01,1,March,18:20:00,18,2,2,30
201501BS70098,-0.19361,51.500788,3,1,1,2015-02-28,7,February,16:18:00,16,1,1,30
201501BS70099,-0.169718,51.492953,3,2,1,2015-03-01,1,March,13:02:00,13,1,1,30
201501BS70100,-0.202383,51.512163,3,3,1,2015-02-28,7,February,11:39:00,11,1,2,30
201501BS70101,-0.17626,51.484243,3,1,1,2015-02-28,7,February,16:00:00,16,1,1,30
201501BS70102,-0.167361,51.483474,2,1,1,2015-03-01,1,March,14:20:00,14,1,1,30
201501BS70103,-0.168203,51.487624,3,1,1,2015-03-02,2,March,16:01:00,16,1,1,30
201501BS70104,-0.198869,51.506264,3,2,6,2015-03-02,2,March,10:27:00,10,1,1,30
201501BS70105,-0.194628,51.49325,3,1,1,2015-03-02,2,March,11:26:00,11,1,1,30
201501BS70106,-0.167994,51.492837,3,3,1,2015-01-31,7,January,18:12:00,18,1,1,30
201501BS70107,-0.16662,51.487599,3,2,1,2015-03-03,3,March,21:01:00,21,1,2,30
201501BS70108,-0.167653,51.483389,3,2,1,2015-03-03,3,March,10:11:00,10,1,1,30
201501BS70111,-0.206229,51.498643,3,2,1,2015-03-06,6,March,19:30:00,19,1,1,30
201501BS70112,-0.186404,51.482691,3,2,1,2015-03-06,6,March,12:01:00,12,1,1,30
201501BS70113,-0.173331,51.481859,3,3,2,2015-02-21,7,February,13:30:00,13,1,1,30
201501BS70114,-0.18578,51.480254,3,2,1,2015-03-04,4,March,07:50:00,7,1,1,30
201501BS70115,-0.202664,51.497689,3,2,1,2015-03-10,3,March,12:30:00,12,1,1,30
201501BS70116,-0.173755,51.482045,3,2,1,2015-03-10,3,March,19:30:00,19,1,1,30
201501BS70117,-0.201527,51.508283,3,2,1,2015-03-10,3,March,22:40:00,22,1,1,30
201501BS70118,-0.19279,51.488725,3,1,1,2015-03-10,3,March,23:35:00,23,1,1,30
201501BS70119,-0.182712,51.484972,3,2,1,2015-03-10,3,March,17:30:00,17,1,1,30
201501BS70120,-0.170837,51.486586,2,2,1,2015-03-11,4,March,12:44:00,12,1,1,30
201501BS70123,-0.160578,51.501713,3,3,2,2015-03-12,5,March,20:20:00,20,1,1,30
201501BS70124,-0.161495,51.48608,2,2,1,2015-03-11,4,March,09:30:00,9,1,1,30
201501BS70125,-0.197795,51.511553,3,2,1,2015-03-13,6,March,14:20:00,14,1,1,30
201501BS70126,-0.188655,51.487672,2,2,1,2015-03-15,1,March,21:44:00,21,8,2,30
201501BS70127,-0.157341,51.49267,3,1,1,2015-03-12,5,March,12:20:00,12,1,1,30
201501BS70129,-0.187321,51.492238,3,2,1,2015-03-16,2,March,08:15:00,8,2,2,30
201501BS70130,-0.173897,51.496526,3,1,1,2015-03-16,2,March,12:55:00,12,1,1,30
201501BS70131,-0.204204,51.520824,3,3,1,2015-03-17,3,March,15:03:00,15,1,1,40
201501BS70132,-0.204365,51.509406,3,2,1,2015-03-18,4,March,11:15:00,11,1,1,30
201501BS70134,-0.209282,51.516315,3,2,1,2015-03-18,4,March,20:14:00,20,1,1,30
201501BS70135,-0.178456,51.490572,3,2,1,2015-03-05,5,March,08:55:00,8,1,1,30
201501BS70136,-0.186209,51.502112,3,2,1,2015-03-19,5,March,13:23:00,13,1,1,30
201501BS70137,-0.185633,51.480341,3,2,1,2015-03-20,6,March,15:35:00,15,1,1,30
201501BS70138,-0.184611,51.480685,3,2,1,2015-03-20,6,March,16:19:00,16,1,1,30
201501BS70139,-0.172792,51.495339,2,1,1,2015-03-20,6,March,20:40:00,20,1,1,30
201501BS70140,-0.191112,51.494724,2,1,1,2015-03-21,7,March,20:11:00,20,1,1,30
201501BS70141,-0.17391,51.485375,3,2,2,2015-03-22,1,March,01:05:00,1,1,1,30
201501BS70142,-0.194273,51.509521,3,2,2,2015-03-23,2,March,08:15:00,8,1,1,30
201501BS70143,-0.180618,51.501396,3,2,1,2015-03-14,7,March,08:45:00,8,1,1,30
201501BS70144,-0.188218,51.502323,2,1,1,2015-03-13,6,March,17:13:00,17,1,1,30
201501BS70146,-0.209967,51.517225,3,1,1,2015-03-24,3,March,16:47:00,16,1,1,30
201501BS70148,-0.166296,51.488494,3,2,1,2015-03-25,4,March,13:50:00,13,1,1,30
201501BS70150,-0.16943,51.496546,3,1,1,2015-03-29,1,March,21:05:00,21,1,1,30
201501BS70151,-0.167177,51.488058,2,1,1,2015-03-27,6,March,17:30:00,17,1,1,30
201501BS70152,-0.160171,51.501077,3,1,1,2015-05-27,4,May,23:53:00,23,1,1,30
201501BS70153,-0.167519,51.497505,3,2,1,2015-03-28,7,March,19:45:00,19,1,1,30
201501BS70154,-0.199786,51.5159,3,2,1,2015-03-25,4,March,16:00:00,16,1,1,30
201501BS70155,-0.179172,51.487076,3,2,1,2015-03-28,7,March,21:20:00,21,1,1,30
201501BS70156,-0.216361,51.515883,3,2,2,2015-03-25,4,March,16:00:00,16,1,1,40
201501BS70158,-0.170697,51.490091,3,2,1,2015-03-05,5,March,13:45:00,13,1,1,30
201501BS70160,-0.17499,51.483593,3,1,1,2015-03-31,3,March,21:36:00,21,1,1,30
201501BS70162,-0.18083,51.485213,3,1,1,2015-04-02,5,April,10:42:00,10,1,1,30
201501BS70164,-0.22155,51.515872,3,2,1,2015-04-02,5,April,17:32:00,17,1,1,30
201501BS70166,-0.206402,51.512584,3,3,1,2015-04-10,6,April,12:30:00,12,1,1,30
201501BS70167,-0.175087,51.484764,3,2,1,2015-04-10,6,April,15:44:00,15,1,1,30
201501BS70168,-0.205994,51.515635,3,2,1,2015-04-12,1,April,08:40:00,8,1,1,30
201501BS70169,-0.163316,51.483771,3,2,1,2015-04-11,7,April,14:03:00,14,1,1,30
201501BS70170,-0.215564,51.51785,3,2,2,2015-04-09,5,April,10:29:00,10,1,1,30
201501BS70171,-0.165788,51.490374,3,2,1,2015-04-10,6,April,22:20:00,22,1,1,30
201501BS70172,-0.198863,51.491786,3,2,2,2015-04-10,6,April,21:05:00,21,1,1,30
201501BS70174,-0.214025,51.524031,3,2,2,2015-04-11,7,April,17:28:00,17,1,1,30
201501BS70175,-0.181239,51.478565,3,1,1,2015-04-12,1,April,00:45:00,0,1,1,30
201501BS70176,-0.206159,51.496754,3,1,1,2015-04-12,1,April,14:43:00,14,1,1,30
201501BS70177,-0.167653,51.483389,3,1,1,2015-04-13,2,April,16:12:00,16,1,1,30
201501BS70179,-0.157211,51.492308,3,1,1,2015-04-14,3,April,13:00:00,13,1,1,30
201501BS70180,-0.188655,51.487672,3,2,1,2015-04-14,3,April,10:05:00,10,1,1,30
201501BS70181,-0.196032,51.49417,3,2,2,2015-01-07,4,January,21:50:00,21,2,2,30
201501BS70183,-0.209696,51.516771,3,2,1,2015-01-08,5,January,08:50:00,8,2,2,30
201501BS70184,-0.177109,51.481019,3,2,1,2015-01-05,2,January,13:10:00,13,1,1,30
201501BS70185,-0.196093,51.499927,3,2,1,2015-01-02,6,January,23:32:00,23,1,1,30
201501BS70186,-0.221297,51.514969,3,3,1,2015-01-11,1,January,15:40:00,15,1,1,30
201501BS70187,-0.194612,51.497296,3,2,1,2015-01-03,7,January,10:22:00,10,1,1,30
201501BS70188,-0.187454,51.481629,3,2,1,2015-01-06,3,January,16:28:00,16,1,1,30
201501BS70189,-0.184331,51.484098,3,2,1,2015-01-12,2,January,00:51:00,0,1,1,30
201501BS70190,-0.174936,51.484941,3,2,1,2015-01-04,1,January,11:40:00,11,7,2,30
201501BS70191,-0.184348,51.490933,3,1,2,2015-01-08,5,January,17:25:00,17,1,1,30
201501BS70193,-0.184191,51.484006,3,1,1,2015-01-06,3,January,18:30:00,18,1,1,30
201501BS70194,-0.207855,51.51962,3,1,1,2015-01-06,3,January,17:05:00,17,1,1,30
201501BS70195,-0.188795,51.487764,3,4,2,2015-01-08,5,January,18:20:00,18,1,1,30
201501BS70196,-0.204561,51.497089,3,1,1,2015-01-08,5,January,11:15:00,11,5,2,30
201501BS70198,-0.215898,51.527746,2,2,1,2015-04-17,6,April,23:20:00,23,1,1,30
201501BS70199,-0.222692,51.516159,3,2,1,2015-04-19,1,April,12:32:00,12,1,1,30
201501BS70200,-0.186404,51.482691,3,2,1,2015-04-16,5,April,21:20:00,21,1,1,30
201501BS70201,-0.175627,51.489269,3,2,1,2015-04-16,5,April,14:45:00,14,1,1,30
201501BS70202,-0.196015,51.509188,3,2,1,2015-04-17,6,April,07:40:00,7,1,1,30
201501BS70203,-0.187642,51.502314,3,1,1,2015-04-16,5,April,23:01:00,23,1,1,30
201501BS70204,-0.180015,51.491225,3,2,1,2015-04-18,7,April,09:18:00,9,1,1,30
201501BS70205,-0.182272,51.481548,3,1,1,2015-04-19,1,April,11:40:00,11,1,1,30
201501BS70206,-0.201073,51.512503,3,2,4,2015-04-18,7,April,10:43:00,10,1,1,30
201501BS70207,-0.215564,51.51785,3,2,1,2015-04-20,2,April,19:33:00,19,1,1,30
201501BS70208,-0.170772,51.488204,3,2,1,2015-04-12,1,April,15:00:00,15,1,1,30
201501BS70210,-0.189939,51.495246,3,2,1,2015-04-23,5,April,15:40:00,15,1,1,30
201501BS70212,-0.190828,51.501914,3,1,1,2015-04-24,6,April,12:05:00,12,2,2,30
201501BS70213,-0.183856,51.481573,3,2,1,2015-04-24,6,April,18:48:00,18,1,1,30
201501BS70214,-0.172057,51.492091,3,1,1,2015-04-26,1,April,15:25:00,15,1,1,30
201501BS70216,-0.193227,51.492239,3,1,2,2015-04-28,3,April,06:05:00,6,1,1,30
201501BS70217,-0.15954,51.491715,3,2,3,2015-04-27,2,April,08:58:00,8,1,1,30
201501BS70219,-0.194437,51.51267,3,2,1,2015-04-27,2,April,14:37:00,14,1,1,30
201501BS70222,-0.200994,51.492538,3,2,1,2015-04-29,4,April,10:48:00,10,1,1,30
201501BS70223,-0.173594,51.493284,3,1,1,2015-04-29,4,April,12:10:00,12,5,2,30
201501BS70225,-0.183028,51.495139,3,1,1,2015-05-04,2,May,11:40:00,11,1,1,30
201501BS70226,-0.209149,51.516043,3,2,1,2015-04-30,5,April,13:15:00,13,1,1,30
201501BS70227,-0.226358,51.52197,3,2,1,2015-04-30,5,April,13:15:00,13,1,1,30
201501BS70230,-0.195176,51.508545,3,1,1,2015-04-29,4,April,16:30:00,16,1,1,30
201501BS70231,-0.175821,51.484416,3,2,1,2015-05-24,1,May,20:16:00,20,1,1,30
201501BS70232,-0.158682,51.484418,3,2,1,2015-05-03,1,May,02:10:00,2,1,1,30
201501BS70233,-0.191108,51.502098,3,1,1,2015-05-02,7,May,15:59:00,15,1,1,30
201501BS70234,-0.209353,51.510831,3,2,1,2015-04-29,4,April,18:23:00,18,1,1,30
201501BS70235,-0.174717,51.494021,3,2,1,2015-05-05,3,May,17:40:00,17,1,1,30
201501BS70236,-0.18564,51.480162,3,2,1,2015-04-02,5,April,12:10:00,12,1,1,30
201501BS70237,-0.196,51.494979,3,1,1,2015-05-05,3,May,08:00:00,8,1,1,30
201501BS70238,-0.185373,51.479618,3,2,1,2015-05-06,4,May,16:55:00,16,1,1,30
201501BS70240,-0.161249,51.492191,3,2,1,2015-04-25,7,April,18:00:00,18,1,1,30
201501BS70241,-0.161525,51.49966,3,1,1,2015-05-07,5,May,12:10:00,12,1,1,30
201501BS70242,-0.159196,51.500252,3,2,1,2015-05-07,5,May,16:58:00,16,1,1,30
201501BS70243,-0.209245,51.506243,3,2,1,2015-05-07,5,May,11:17:00,11,1,1,30
201501BS70244,-0.178436,51.48023,3,1,1,2015-05-17,1,May,20:16:00,20,1,1,30
201501BS70245,-0.223353,51.521385,3,2,1,2015-05-07,5,May,23:44:00,23,1,1,30
201501BS70247,-0.174854,51.494202,3,1,1,2015-05-08,6,May,13:44:00,13,1,1,30
201501BS70248,-0.218297,51.517981,3,2,1,2015-05-08,6,May,10:40:00,10,1,1,30
201501BS70249,-0.21173,51.520039,3,2,1,2015-05-12,3,May,01:18:00,1,1,1,30
201501BS70250,-0.157067,51.492306,3,1,1,2015-05-11,2,May,15:47:00,15,1,1,30
201501BS70251,-0.162659,51.500127,3,1,1,2015-05-11,2,May,15:20:00,15,1,1,30
201501BS70252,-0.173782,51.495804,3,3,1,2015-05-12,3,May,14:22:00,14,1,1,30
201501BS70253,-0.200555,51.492711,3,2,1,2015-05-12,3,May,18:12:00,18,1,1,30
201501BS70254,-0.184331,51.484098,3,2,1,2015-05-05,3,May,20:45:00,20,1,1,30
201501BS70255,-0.179134,51.495258,3,2,1,2015-05-13,4,May,19:00:00,19,1,1,30
201501BS70256,-0.214861,51.517389,3,2,1,2015-05-13,4,May,11:10:00,11,1,1,30
201501BS70258,-0.216407,51.518402,3,2,1,2015-05-14,5,May,18:40:00,18,2,2,30
201501BS70259,-0.20517,51.50726,3,1,1,2015-05-14,5,May,16:15:00,16,2,2,30
201501BS70260,-0.186925,51.502213,3,2,1,2015-05-15,6,May,00:45:00,0,2,2,30
201501BS70261,-0.187321,51.492238,3,2,1,2015-05-16,7,May,11:41:00,11,1,1,30
201501BS70262,-0.175768,51.489361,3,2,2,2015-05-15,6,May,21:00:00,21,1,1,30
201501BS70263,-0.171129,51.486501,3,1,1,2015-05-16,7,May,13:12:00,13,1,1,30
201501BS70264,-0.161759,51.501012,3,2,1,2015-05-16,7,May,18:50:00,18,1,1,30
201501BS70265,-0.152888,51.485226,3,2,2,2015-05-16,7,May,16:35:00,16,1,1,30
201501BS70266,-0.150127,51.485812,3,2,1,2015-05-17,1,May,19:30:00,19,1,1,30
201501BS70267,-0.175821,51.484416,3,2,1,2015-05-16,7,May,07:50:00,7,1,1,30
201501BS70268,-0.179175,51.486986,3,2,1,2015-05-18,2,May,23:05:00,23,1,1,30
201501BS70269,-0.212538,51.52149,2,1,1,2015-05-18,2,May,16:00:00,16,1,1,30
201501BS70270,-0.161165,51.501452,2,1,2,2015-05-18,2,May,07:52:00,7,1,1,30
201501BS70271,-0.181114,51.48171,3,2,1,2015-05-14,5,May,10:35:00,10,2,2,30
201501BS70272,-0.173382,51.494989,3,1,1,2015-05-07,5,May,12:30:00,12,1,1,30
201501BS70273,-0.170697,51.490091,3,2,1,2015-05-20,4,May,19:58:00,19,1,1,30
201501BS70274,-0.205872,51.50772,3,2,1,2015-05-20,4,May,15:00:00,15,1,1,30
201501BS70275,-0.162041,51.490405,3,2,1,2015-05-20,4,May,08:08:00,8,1,1,30
201501BS70276,-0.154902,51.488854,3,2,1,2015-05-19,3,May,08:00:00,8,1,1,30
201501BS70277,-0.205256,51.516074,2,1,1,2015-05-16,7,May,23:00:00,23,1,1,30
201501BS70279,-0.215564,51.51785,3,2,1,2015-05-21,5,May,21:55:00,21,1,1,30
201501BS70280,-0.207044,51.496228,3,2,1,2015-05-21,5,May,19:10:00,19,1,1,30
201501BS70281,-0.188506,51.502328,3,1,1,2015-05-21,5,May,12:40:00,12,1,1,30
201501BS70282,-0.199159,51.498895,3,2,1,2015-05-22,6,May,20:44:00,20,1,1,30
201501BS70283,-0.209149,51.516043,3,2,1,2015-05-23,7,May,13:00:00,13,1,1,30
201501BS70284,-0.193318,51.500873,3,1,1,2015-05-24,1,May,09:30:00,9,1,1,30
201501BS70285,-0.184211,51.501632,3,2,2,2015-05-25,2,May,16:36:00,16,1,1,30
201501BS70286,-0.156898,51.492932,2,1,1,2015-05-20,4,May,08:00:00,8,1,1,30
201501BS70288,-0.166338,51.498206,3,2,1,2015-05-13,4,May,14:00:00,14,1,1,30
201501BS70289,-0.191404,51.501923,3,1,1,2015-05-20,4,May,18:20:00,18,1,1,30
201501BS70290,-0.215377,51.5263,3,2,1,2015-05-27,4,May,08:30:00,8,1,1,30
201501BS70291,-0.187403,51.490171,2,2,2,2015-05-27,4,May,13:32:00,13,1,1,30
201501BS70292,-0.17259,51.485984,3,1,1,2015-05-27,4,May,14:10:00,14,1,1,30
201501BS70293,-0.174121,51.501745,3,2,1,2015-05-20,4,May,16:25:00,16,1,1,30
201501BS70294,-0.216407,51.518402,3,2,1,2015-05-29,6,May,19:09:00,19,1,1,30
201501BS70295,-0.210648,51.518224,2,1,1,2015-05-28,5,May,13:20:00,13,1,1,30
201501BS70296,-0.193466,51.500785,3,2,1,2015-05-28,5,May,18:50:00,18,1,1,30
201501BS70297,-0.185212,51.501827,3,2,1,2015-05-28,5,May,18:05:00,18,1,1,30
201501BS70298,-0.187842,51.489998,3,3,1,2015-05-20,4,May,11:30:00,11,2,2,30
201501BS70300,-0.190721,51.490042,3,2,1,2015-05-30,7,May,18:45:00,18,1,1,30
201501BS70301,-0.204561,51.497089,3,1,1,2015-05-31,1,May,10:34:00,10,1,1,30
201501BS70303,-0.191006,51.490136,3,1,1,2015-06-01,2,June,19:38:00,19,1,1,30
201501BS70304,-0.210508,51.518132,3,2,1,2015-06-01,2,June,18:33:00,18,1,1,30
201501BS70305,-0.198341,51.508684,3,1,1,2015-06-01,2,June,20:00:00,20,1,1,30
201501BS70307,-0.175965,51.484418,3,2,1,2015-06-03,4,June,18:30:00,18,1,1,30
201501BS70308,-0.17707,51.485604,3,2,1,2015-06-02,3,June,16:25:00,16,1,1,30
201501BS70309,-0.203814,51.508768,3,2,1,2015-06-02,3,June,17:35:00,17,1,1,30
201501BS70310,-0.21173,51.520039,3,2,1,2015-06-03,4,June,07:48:00,7,1,1,30
201501BS70311,-0.215788,51.504724,3,1,1,2015-06-06,7,June,15:15:00,15,1,1,30
201501BS70312,-0.193878,51.504928,3,2,1,2015-06-06,7,June,18:08:00,18,1,1,30
201501BS70313,-0.177247,51.488395,3,1,1,2015-06-05,6,June,14:44:00,14,1,1,30
201501BS70316,-0.167415,51.48932,3,1,1,2015-06-05,6,June,10:13:00,10,1,1,30
201501BS70317,-0.195643,51.500369,3,2,1,2015-06-05,6,June,17:30:00,17,1,1,30
201501BS70318,-0.204084,51.509222,3,2,1,2015-06-05,6,June,13:30:00,13,1,1,30
201501BS70321,-0.18961,51.492633,2,2,1,2015-05-21,5,May,10:00:00,10,1,1,30
201501BS70322,-0.212208,51.526251,3,1,1,2015-06-09,3,June,08:20:00,8,1,1,30
201501BS70323,-0.194419,51.505836,3,2,1,2015-06-09,3,June,14:05:00,14,1,1,30
201501BS70324,-0.201702,51.522134,3,2,1,2015-06-09,3,June,11:50:00,11,1,1,30
201501BS70325,-0.162927,51.48988,3,1,1,2015-06-09,3,June,18:59:00,18,1,1,30
201501BS70326,-0.173172,51.482216,3,2,1,2015-06-10,4,June,18:57:00,18,1,1,30
201501BS70327,-0.220394,51.515945,3,2,2,2015-06-11,5,June,02:45:00,2,1,1,30
201501BS70328,-0.185519,51.483217,3,2,1,2015-06-14,1,June,06:00:00,6,1,1,30
201501BS70329,-0.211867,51.520221,2,1,1,2015-06-11,5,June,17:25:00,17,1,1,30
201501BS70330,-0.194664,51.506919,3,2,1,2015-06-13,7,June,11:45:00,11,1,1,30
201501BS70331,-0.170618,51.488471,3,2,2,2015-06-14,1,June,12:43:00,12,1,1,30
201501BS70332,-0.201558,51.522132,3,2,1,2015-06-11,5,June,17:38:00,17,1,1,30
201501BS70333,-0.150541,51.486268,3,1,1,2015-06-07,1,June,20:30:00,20,1,1,30
201501BS70334,-0.175965,51.484418,3,2,1,2015-06-09,3,June,08:05:00,8,1,1,30
201501BS70335,-0.215788,51.504724,3,1,1,2015-06-10,4,June,17:30:00,17,1,1,30
201501BS70336,-0.201949,51.493902,3,1,1,2015-06-20,7,June,00:44:00,0,1,1,30
201501BS70338,-0.166309,51.498925,3,2,1,2015-06-21,1,June,16:20:00,16,1,1,30
201501BS70340,-0.195616,51.490117,3,1,1,2015-06-18,5,June,15:00:00,15,1,1,30
201501BS70341,-0.197438,51.509659,3,2,1,2015-06-20,7,June,00:50:00,0,1,1,30
201501BS70342,-0.226723,51.519997,3,1,1,2015-06-20,7,June,10:15:00,10,1,1,30
